,level_0,location_long,value,year,week,day,state,state_code,state_name
1479,2/16/20,Arkansas,0.0,2020,8,1,AR,05,Arkansas
1480,2/16/20,California,0.0,2020,8,1,CA,06,California
1481,2/16/20,Colorado,0.0,2020,8,1,CO,08,Colorado
1482,2/16/20,Connecticut,0.0,2020,8,1,CT,09,Connecticut
1483,2/16/20,Delaware,0.0,2020,8,1,DE,10,Delaware
1485,2/16/20,District of Columbia,0.0,2020,8,1,DC,11,District of Columbia
1486,2/16/20,Florida,0.0,2020,8,1,FL,12,Florida
1487,2/16/20,Georgia,0.0,2020,8,1,GA,13,Georgia
1490,2/16/20,Hawaii,0.0,2020,8,1,HI,15,Hawaii
1491,2/16/20,Idaho,0.0,2020,8,1,ID,16,Idaho
1492,2/16/20,Illinois,0.0,2020,8,1,IL,17,Illinois
1493,2/16/20,Indiana,0.0,2020,8,1,IN,18,Indiana
1494,2/16/20,Iowa,0.0,2020,8,1,IA,19,Iowa
1495,2/16/20,Kansas,0.0,2020,8,1,KS,20,Kansas
1496,2/16/20,Kentucky,0.0,2020,8,1,KY,21,Kentucky
1497,2/16/20,Louisiana,0.0,2020,8,1,LA,22,Louisiana
1498,2/16/20,Maine,0.0,2020,8,1,ME,23,Maine
1499,2/16/20,Maryland,0.0,2020,8,1,MD,24,Maryland
1500,2/16/20,Massachusetts,0.0,2020,8,1,MA,25,Massachusetts
1501,2/16/20,Michigan,0.0,2020,8,1,MI,26,Michigan
1502,2/16/20,Minnesota,0.0,2020,8,1,MN,27,Minnesota
1503,2/16/20,Mississippi,0.0,2020,8,1,MS,28,Mississippi
1504,2/16/20,Missouri,0.0,2020,8,1,MO,29,Missouri
1505,2/16/20,Montana,0.0,2020,8,1,MT,30,Montana
1506,2/16/20,Nebraska,0.0,2020,8,1,NE,31,Nebraska
1507,2/16/20,Nevada,0.0,2020,8,1,NV,32,Nevada
1508,2/16/20,New Hampshire,0.0,2020,8,1,NH,33,New Hampshire
1509,2/16/20,New Jersey,0.0,2020,8,1,NJ,34,New Jersey
1510,2/16/20,New Mexico,0.0,2020,8,1,NM,35,New Mexico
1511,2/16/20,New York,0.0,2020,8,1,NY,36,New York
1512,2/16/20,North Carolina,0.0,2020,8,1,NC,37,North Carolina
1513,2/16/20,North Dakota,0.0,2020,8,1,ND,38,North Dakota
1515,2/16/20,Ohio,0.0,2020,8,1,OH,39,Ohio
1516,2/16/20,Oklahoma,0.0,2020,8,1,OK,40,Oklahoma
1517,2/16/20,Oregon,0.0,2020,8,1,OR,41,Oregon
1518,2/16/20,Pennsylvania,0.0,2020,8,1,PA,42,Pennsylvania
1520,2/16/20,Rhode Island,0.0,2020,8,1,RI,44,Rhode Island
1521,2/16/20,South Carolina,0.0,2020,8,1,SC,45,South Carolina
1522,2/16/20,South Dakota,0.0,2020,8,1,SD,46,South Dakota
1523,2/16/20,Tennessee,0.0,2020,8,1,TN,47,Tennessee
1524,2/16/20,Texas,0.0,2020,8,1,TX,48,Texas
1525,2/16/20,Utah,0.0,2020,8,1,UT,49,Utah
1526,2/16/20,Vermont,0.0,2020,8,1,VT,50,Vermont
1528,2/16/20,Virginia,0.0,2020,8,1,VA,51,Virginia
1529,2/16/20,Washington,0.0,2020,8,1,WA,53,Washington
1530,2/16/20,West Virginia,0.0,2020,8,1,WV,54,West Virginia
1531,2/16/20,Wisconsin,0.0,2020,8,1,WI,55,Wisconsin
1532,2/16/20,Wyoming,0.0,2020,8,1,WY,56,Wyoming
1533,2/16/20,US,0.0,2020,8,1,nat,US,
1534,2/17/20,Alabama,0.0,2020,8,2,AL,01,Alabama
1535,2/17/20,Alaska,0.0,2020,8,2,AK,02,Alaska
1537,2/17/20,Arizona,0.0,2020,8,2,AZ,04,Arizona
1538,2/17/20,Arkansas,0.0,2020,8,2,AR,05,Arkansas
1539,2/17/20,California,0.0,2020,8,2,CA,06,California
1540,2/17/20,Colorado,0.0,2020,8,2,CO,08,Colorado
1541,2/17/20,Connecticut,0.0,2020,8,2,CT,09,Connecticut
1542,2/17/20,Delaware,0.0,2020,8,2,DE,10,Delaware
1544,2/17/20,District of Columbia,0.0,2020,8,2,DC,11,District of Columbia
1545,2/17/20,Florida,0.0,2020,8,2,FL,12,Florida
1546,2/17/20,Georgia,0.0,2020,8,2,GA,13,Georgia
1549,2/17/20,Hawaii,0.0,2020,8,2,HI,15,Hawaii
1550,2/17/20,Idaho,0.0,2020,8,2,ID,16,Idaho
1551,2/17/20,Illinois,0.0,2020,8,2,IL,17,Illinois
1552,2/17/20,Indiana,0.0,2020,8,2,IN,18,Indiana
1553,2/17/20,Iowa,0.0,2020,8,2,IA,19,Iowa
1554,2/17/20,Kansas,0.0,2020,8,2,KS,20,Kansas
1555,2/17/20,Kentucky,0.0,2020,8,2,KY,21,Kentucky
1556,2/17/20,Louisiana,0.0,2020,8,2,LA,22,Louisiana
1557,2/17/20,Maine,0.0,2020,8,2,ME,23,Maine
1558,2/17/20,Maryland,0.0,2020,8,2,MD,24,Maryland
1559,2/17/20,Massachusetts,0.0,2020,8,2,MA,25,Massachusetts
1560,2/17/20,Michigan,0.0,2020,8,2,MI,26,Michigan
1561,2/17/20,Minnesota,0.0,2020,8,2,MN,27,Minnesota
1562,2/17/20,Mississippi,0.0,2020,8,2,MS,28,Mississippi
1563,2/17/20,Missouri,0.0,2020,8,2,MO,29,Missouri
1564,2/17/20,Montana,0.0,2020,8,2,MT,30,Montana
1565,2/17/20,Nebraska,0.0,2020,8,2,NE,31,Nebraska
1566,2/17/20,Nevada,0.0,2020,8,2,NV,32,Nevada
1567,2/17/20,New Hampshire,0.0,2020,8,2,NH,33,New Hampshire
1568,2/17/20,New Jersey,0.0,2020,8,2,NJ,34,New Jersey
1569,2/17/20,New Mexico,0.0,2020,8,2,NM,35,New Mexico
1570,2/17/20,New York,0.0,2020,8,2,NY,36,New York
1571,2/17/20,North Carolina,0.0,2020,8,2,NC,37,North Carolina
1572,2/17/20,North Dakota,0.0,2020,8,2,ND,38,North Dakota
1574,2/17/20,Ohio,0.0,2020,8,2,OH,39,Ohio
1575,2/17/20,Oklahoma,0.0,2020,8,2,OK,40,Oklahoma
1576,2/17/20,Oregon,0.0,2020,8,2,OR,41,Oregon
1577,2/17/20,Pennsylvania,0.0,2020,8,2,PA,42,Pennsylvania
1579,2/17/20,Rhode Island,0.0,2020,8,2,RI,44,Rhode Island
1580,2/17/20,South Carolina,0.0,2020,8,2,SC,45,South Carolina
1581,2/17/20,South Dakota,0.0,2020,8,2,SD,46,South Dakota
1582,2/17/20,Tennessee,0.0,2020,8,2,TN,47,Tennessee
1583,2/17/20,Texas,0.0,2020,8,2,TX,48,Texas
1584,2/17/20,Utah,0.0,2020,8,2,UT,49,Utah
1585,2/17/20,Vermont,0.0,2020,8,2,VT,50,Vermont
1587,2/17/20,Virginia,0.0,2020,8,2,VA,51,Virginia
1588,2/17/20,Washington,0.0,2020,8,2,WA,53,Washington
1589,2/17/20,West Virginia,0.0,2020,8,2,WV,54,West Virginia
1590,2/17/20,Wisconsin,0.0,2020,8,2,WI,55,Wisconsin
1591,2/17/20,Wyoming,0.0,2020,8,2,WY,56,Wyoming
1592,2/17/20,US,0.0,2020,8,2,nat,US,
1593,2/18/20,Alabama,0.0,2020,8,3,AL,01,Alabama
1594,2/18/20,Alaska,0.0,2020,8,3,AK,02,Alaska
1596,2/18/20,Arizona,0.0,2020,8,3,AZ,04,Arizona
1597,2/18/20,Arkansas,0.0,2020,8,3,AR,05,Arkansas
1598,2/18/20,California,0.0,2020,8,3,CA,06,California
1599,2/18/20,Colorado,0.0,2020,8,3,CO,08,Colorado
1600,2/18/20,Connecticut,0.0,2020,8,3,CT,09,Connecticut
1601,2/18/20,Delaware,0.0,2020,8,3,DE,10,Delaware
1603,2/18/20,District of Columbia,0.0,2020,8,3,DC,11,District of Columbia
1604,2/18/20,Florida,0.0,2020,8,3,FL,12,Florida
1605,2/18/20,Georgia,0.0,2020,8,3,GA,13,Georgia
1608,2/18/20,Hawaii,0.0,2020,8,3,HI,15,Hawaii
1609,2/18/20,Idaho,0.0,2020,8,3,ID,16,Idaho
1610,2/18/20,Illinois,0.0,2020,8,3,IL,17,Illinois
1611,2/18/20,Indiana,0.0,2020,8,3,IN,18,Indiana
1612,2/18/20,Iowa,0.0,2020,8,3,IA,19,Iowa
1613,2/18/20,Kansas,0.0,2020,8,3,KS,20,Kansas
1614,2/18/20,Kentucky,0.0,2020,8,3,KY,21,Kentucky
1615,2/18/20,Louisiana,0.0,2020,8,3,LA,22,Louisiana
1616,2/18/20,Maine,0.0,2020,8,3,ME,23,Maine
1617,2/18/20,Maryland,0.0,2020,8,3,MD,24,Maryland
1618,2/18/20,Massachusetts,0.0,2020,8,3,MA,25,Massachusetts
1619,2/18/20,Michigan,0.0,2020,8,3,MI,26,Michigan
1620,2/18/20,Minnesota,0.0,2020,8,3,MN,27,Minnesota
1621,2/18/20,Mississippi,0.0,2020,8,3,MS,28,Mississippi
1622,2/18/20,Missouri,0.0,2020,8,3,MO,29,Missouri
1623,2/18/20,Montana,0.0,2020,8,3,MT,30,Montana
1624,2/18/20,Nebraska,0.0,2020,8,3,NE,31,Nebraska
1625,2/18/20,Nevada,0.0,2020,8,3,NV,32,Nevada
1626,2/18/20,New Hampshire,0.0,2020,8,3,NH,33,New Hampshire
1627,2/18/20,New Jersey,0.0,2020,8,3,NJ,34,New Jersey
1628,2/18/20,New Mexico,0.0,2020,8,3,NM,35,New Mexico
1629,2/18/20,New York,0.0,2020,8,3,NY,36,New York
1630,2/18/20,North Carolina,0.0,2020,8,3,NC,37,North Carolina
1631,2/18/20,North Dakota,0.0,2020,8,3,ND,38,North Dakota
1633,2/18/20,Ohio,0.0,2020,8,3,OH,39,Ohio
1634,2/18/20,Oklahoma,0.0,2020,8,3,OK,40,Oklahoma
1635,2/18/20,Oregon,0.0,2020,8,3,OR,41,Oregon
1636,2/18/20,Pennsylvania,0.0,2020,8,3,PA,42,Pennsylvania
1638,2/18/20,Rhode Island,0.0,2020,8,3,RI,44,Rhode Island
1639,2/18/20,South Carolina,0.0,2020,8,3,SC,45,South Carolina
1640,2/18/20,South Dakota,0.0,2020,8,3,SD,46,South Dakota
1641,2/18/20,Tennessee,0.0,2020,8,3,TN,47,Tennessee
1642,2/18/20,Texas,0.0,2020,8,3,TX,48,Texas
1643,2/18/20,Utah,0.0,2020,8,3,UT,49,Utah
1644,2/18/20,Vermont,0.0,2020,8,3,VT,50,Vermont
1646,2/18/20,Virginia,0.0,2020,8,3,VA,51,Virginia
1647,2/18/20,Washington,0.0,2020,8,3,WA,53,Washington
1648,2/18/20,West Virginia,0.0,2020,8,3,WV,54,West Virginia
1649,2/18/20,Wisconsin,0.0,2020,8,3,WI,55,Wisconsin
1650,2/18/20,Wyoming,0.0,2020,8,3,WY,56,Wyoming
1651,2/18/20,US,0.0,2020,8,3,nat,US,
1652,2/19/20,Alabama,0.0,2020,8,4,AL,01,Alabama
1653,2/19/20,Alaska,0.0,2020,8,4,AK,02,Alaska
1655,2/19/20,Arizona,0.0,2020,8,4,AZ,04,Arizona
1656,2/19/20,Arkansas,0.0,2020,8,4,AR,05,Arkansas
1657,2/19/20,California,0.0,2020,8,4,CA,06,California
1658,2/19/20,Colorado,0.0,2020,8,4,CO,08,Colorado
1659,2/19/20,Connecticut,0.0,2020,8,4,CT,09,Connecticut
1660,2/19/20,Delaware,0.0,2020,8,4,DE,10,Delaware
1662,2/19/20,District of Columbia,0.0,2020,8,4,DC,11,District of Columbia
1663,2/19/20,Florida,0.0,2020,8,4,FL,12,Florida
1664,2/19/20,Georgia,0.0,2020,8,4,GA,13,Georgia
1667,2/19/20,Hawaii,0.0,2020,8,4,HI,15,Hawaii
1668,2/19/20,Idaho,0.0,2020,8,4,ID,16,Idaho
1669,2/19/20,Illinois,0.0,2020,8,4,IL,17,Illinois
1670,2/19/20,Indiana,0.0,2020,8,4,IN,18,Indiana
1671,2/19/20,Iowa,0.0,2020,8,4,IA,19,Iowa
1672,2/19/20,Kansas,0.0,2020,8,4,KS,20,Kansas
1673,2/19/20,Kentucky,0.0,2020,8,4,KY,21,Kentucky
1674,2/19/20,Louisiana,0.0,2020,8,4,LA,22,Louisiana
1675,2/19/20,Maine,0.0,2020,8,4,ME,23,Maine
1676,2/19/20,Maryland,0.0,2020,8,4,MD,24,Maryland
1677,2/19/20,Massachusetts,0.0,2020,8,4,MA,25,Massachusetts
1678,2/19/20,Michigan,0.0,2020,8,4,MI,26,Michigan
1679,2/19/20,Minnesota,0.0,2020,8,4,MN,27,Minnesota
1680,2/19/20,Mississippi,0.0,2020,8,4,MS,28,Mississippi
1681,2/19/20,Missouri,0.0,2020,8,4,MO,29,Missouri
1682,2/19/20,Montana,0.0,2020,8,4,MT,30,Montana
1683,2/19/20,Nebraska,0.0,2020,8,4,NE,31,Nebraska
1684,2/19/20,Nevada,0.0,2020,8,4,NV,32,Nevada
1685,2/19/20,New Hampshire,0.0,2020,8,4,NH,33,New Hampshire
1686,2/19/20,New Jersey,0.0,2020,8,4,NJ,34,New Jersey
1687,2/19/20,New Mexico,0.0,2020,8,4,NM,35,New Mexico
1688,2/19/20,New York,0.0,2020,8,4,NY,36,New York
1689,2/19/20,North Carolina,0.0,2020,8,4,NC,37,North Carolina
1690,2/19/20,North Dakota,0.0,2020,8,4,ND,38,North Dakota
1692,2/19/20,Ohio,0.0,2020,8,4,OH,39,Ohio
1693,2/19/20,Oklahoma,0.0,2020,8,4,OK,40,Oklahoma
1694,2/19/20,Oregon,0.0,2020,8,4,OR,41,Oregon
1695,2/19/20,Pennsylvania,0.0,2020,8,4,PA,42,Pennsylvania
1697,2/19/20,Rhode Island,0.0,2020,8,4,RI,44,Rhode Island
1698,2/19/20,South Carolina,0.0,2020,8,4,SC,45,South Carolina
1699,2/19/20,South Dakota,0.0,2020,8,4,SD,46,South Dakota
1700,2/19/20,Tennessee,0.0,2020,8,4,TN,47,Tennessee
1701,2/19/20,Texas,0.0,2020,8,4,TX,48,Texas
1702,2/19/20,Utah,0.0,2020,8,4,UT,49,Utah
1703,2/19/20,Vermont,0.0,2020,8,4,VT,50,Vermont
1705,2/19/20,Virginia,0.0,2020,8,4,VA,51,Virginia
1706,2/19/20,Washington,0.0,2020,8,4,WA,53,Washington
1707,2/19/20,West Virginia,0.0,2020,8,4,WV,54,West Virginia
1708,2/19/20,Wisconsin,0.0,2020,8,4,WI,55,Wisconsin
1709,2/19/20,Wyoming,0.0,2020,8,4,WY,56,Wyoming
1710,2/19/20,US,0.0,2020,8,4,nat,US,
1711,2/20/20,Alabama,0.0,2020,8,5,AL,01,Alabama
1712,2/20/20,Alaska,0.0,2020,8,5,AK,02,Alaska
1714,2/20/20,Arizona,0.0,2020,8,5,AZ,04,Arizona
1715,2/20/20,Arkansas,0.0,2020,8,5,AR,05,Arkansas
1716,2/20/20,California,0.0,2020,8,5,CA,06,California
1717,2/20/20,Colorado,0.0,2020,8,5,CO,08,Colorado
1718,2/20/20,Connecticut,0.0,2020,8,5,CT,09,Connecticut
1719,2/20/20,Delaware,0.0,2020,8,5,DE,10,Delaware
1721,2/20/20,District of Columbia,0.0,2020,8,5,DC,11,District of Columbia
1722,2/20/20,Florida,0.0,2020,8,5,FL,12,Florida
1723,2/20/20,Georgia,0.0,2020,8,5,GA,13,Georgia
1726,2/20/20,Hawaii,0.0,2020,8,5,HI,15,Hawaii
1727,2/20/20,Idaho,0.0,2020,8,5,ID,16,Idaho
1728,2/20/20,Illinois,0.0,2020,8,5,IL,17,Illinois
1729,2/20/20,Indiana,0.0,2020,8,5,IN,18,Indiana
1730,2/20/20,Iowa,0.0,2020,8,5,IA,19,Iowa
1731,2/20/20,Kansas,0.0,2020,8,5,KS,20,Kansas
1732,2/20/20,Kentucky,0.0,2020,8,5,KY,21,Kentucky
1733,2/20/20,Louisiana,0.0,2020,8,5,LA,22,Louisiana
1734,2/20/20,Maine,0.0,2020,8,5,ME,23,Maine
1735,2/20/20,Maryland,0.0,2020,8,5,MD,24,Maryland
1736,2/20/20,Massachusetts,0.0,2020,8,5,MA,25,Massachusetts
1737,2/20/20,Michigan,0.0,2020,8,5,MI,26,Michigan
1738,2/20/20,Minnesota,0.0,2020,8,5,MN,27,Minnesota
1739,2/20/20,Mississippi,0.0,2020,8,5,MS,28,Mississippi
1740,2/20/20,Missouri,0.0,2020,8,5,MO,29,Missouri
1741,2/20/20,Montana,0.0,2020,8,5,MT,30,Montana
1742,2/20/20,Nebraska,0.0,2020,8,5,NE,31,Nebraska
1743,2/20/20,Nevada,0.0,2020,8,5,NV,32,Nevada
1744,2/20/20,New Hampshire,0.0,2020,8,5,NH,33,New Hampshire
1745,2/20/20,New Jersey,0.0,2020,8,5,NJ,34,New Jersey
1746,2/20/20,New Mexico,0.0,2020,8,5,NM,35,New Mexico
1747,2/20/20,New York,0.0,2020,8,5,NY,36,New York
1748,2/20/20,North Carolina,0.0,2020,8,5,NC,37,North Carolina
1749,2/20/20,North Dakota,0.0,2020,8,5,ND,38,North Dakota
1751,2/20/20,Ohio,0.0,2020,8,5,OH,39,Ohio
1752,2/20/20,Oklahoma,0.0,2020,8,5,OK,40,Oklahoma
1753,2/20/20,Oregon,0.0,2020,8,5,OR,41,Oregon
1754,2/20/20,Pennsylvania,0.0,2020,8,5,PA,42,Pennsylvania
1756,2/20/20,Rhode Island,0.0,2020,8,5,RI,44,Rhode Island
1757,2/20/20,South Carolina,0.0,2020,8,5,SC,45,South Carolina
1758,2/20/20,South Dakota,0.0,2020,8,5,SD,46,South Dakota
1759,2/20/20,Tennessee,0.0,2020,8,5,TN,47,Tennessee
1760,2/20/20,Texas,0.0,2020,8,5,TX,48,Texas
1761,2/20/20,Utah,0.0,2020,8,5,UT,49,Utah
1762,2/20/20,Vermont,0.0,2020,8,5,VT,50,Vermont
1764,2/20/20,Virginia,0.0,2020,8,5,VA,51,Virginia
1765,2/20/20,Washington,0.0,2020,8,5,WA,53,Washington
1766,2/20/20,West Virginia,0.0,2020,8,5,WV,54,West Virginia
1767,2/20/20,Wisconsin,0.0,2020,8,5,WI,55,Wisconsin
1768,2/20/20,Wyoming,0.0,2020,8,5,WY,56,Wyoming
1769,2/20/20,US,0.0,2020,8,5,nat,US,
1770,2/21/20,Alabama,0.0,2020,8,6,AL,01,Alabama
1771,2/21/20,Alaska,0.0,2020,8,6,AK,02,Alaska
1773,2/21/20,Arizona,0.0,2020,8,6,AZ,04,Arizona
1774,2/21/20,Arkansas,0.0,2020,8,6,AR,05,Arkansas
1775,2/21/20,California,0.0,2020,8,6,CA,06,California
1776,2/21/20,Colorado,0.0,2020,8,6,CO,08,Colorado
1777,2/21/20,Connecticut,0.0,2020,8,6,CT,09,Connecticut
1778,2/21/20,Delaware,0.0,2020,8,6,DE,10,Delaware
1780,2/21/20,District of Columbia,0.0,2020,8,6,DC,11,District of Columbia
1781,2/21/20,Florida,0.0,2020,8,6,FL,12,Florida
1782,2/21/20,Georgia,0.0,2020,8,6,GA,13,Georgia
1785,2/21/20,Hawaii,0.0,2020,8,6,HI,15,Hawaii
1786,2/21/20,Idaho,0.0,2020,8,6,ID,16,Idaho
1787,2/21/20,Illinois,0.0,2020,8,6,IL,17,Illinois
1788,2/21/20,Indiana,0.0,2020,8,6,IN,18,Indiana
1789,2/21/20,Iowa,0.0,2020,8,6,IA,19,Iowa
1790,2/21/20,Kansas,0.0,2020,8,6,KS,20,Kansas
1791,2/21/20,Kentucky,0.0,2020,8,6,KY,21,Kentucky
1792,2/21/20,Louisiana,0.0,2020,8,6,LA,22,Louisiana
1793,2/21/20,Maine,0.0,2020,8,6,ME,23,Maine
1794,2/21/20,Maryland,0.0,2020,8,6,MD,24,Maryland
1795,2/21/20,Massachusetts,0.0,2020,8,6,MA,25,Massachusetts
1796,2/21/20,Michigan,0.0,2020,8,6,MI,26,Michigan
1797,2/21/20,Minnesota,0.0,2020,8,6,MN,27,Minnesota
1798,2/21/20,Mississippi,0.0,2020,8,6,MS,28,Mississippi
1799,2/21/20,Missouri,0.0,2020,8,6,MO,29,Missouri
1800,2/21/20,Montana,0.0,2020,8,6,MT,30,Montana
1801,2/21/20,Nebraska,0.0,2020,8,6,NE,31,Nebraska
1802,2/21/20,Nevada,0.0,2020,8,6,NV,32,Nevada
1803,2/21/20,New Hampshire,0.0,2020,8,6,NH,33,New Hampshire
1804,2/21/20,New Jersey,0.0,2020,8,6,NJ,34,New Jersey
1805,2/21/20,New Mexico,0.0,2020,8,6,NM,35,New Mexico
1806,2/21/20,New York,0.0,2020,8,6,NY,36,New York
1807,2/21/20,North Carolina,0.0,2020,8,6,NC,37,North Carolina
1808,2/21/20,North Dakota,0.0,2020,8,6,ND,38,North Dakota
1810,2/21/20,Ohio,0.0,2020,8,6,OH,39,Ohio
1811,2/21/20,Oklahoma,0.0,2020,8,6,OK,40,Oklahoma
1812,2/21/20,Oregon,0.0,2020,8,6,OR,41,Oregon
1813,2/21/20,Pennsylvania,0.0,2020,8,6,PA,42,Pennsylvania
1815,2/21/20,Rhode Island,0.0,2020,8,6,RI,44,Rhode Island
1816,2/21/20,South Carolina,0.0,2020,8,6,SC,45,South Carolina
1817,2/21/20,South Dakota,0.0,2020,8,6,SD,46,South Dakota
1818,2/21/20,Tennessee,0.0,2020,8,6,TN,47,Tennessee
1819,2/21/20,Texas,0.0,2020,8,6,TX,48,Texas
1820,2/21/20,Utah,0.0,2020,8,6,UT,49,Utah
1821,2/21/20,Vermont,0.0,2020,8,6,VT,50,Vermont
1823,2/21/20,Virginia,0.0,2020,8,6,VA,51,Virginia
1824,2/21/20,Washington,0.0,2020,8,6,WA,53,Washington
1825,2/21/20,West Virginia,0.0,2020,8,6,WV,54,West Virginia
1826,2/21/20,Wisconsin,0.0,2020,8,6,WI,55,Wisconsin
1827,2/21/20,Wyoming,0.0,2020,8,6,WY,56,Wyoming
1828,2/21/20,US,0.0,2020,8,6,nat,US,
1829,2/22/20,Alabama,0.0,2020,8,7,AL,01,Alabama
1830,2/22/20,Alaska,0.0,2020,8,7,AK,02,Alaska
1832,2/22/20,Arizona,0.0,2020,8,7,AZ,04,Arizona
1833,2/22/20,Arkansas,0.0,2020,8,7,AR,05,Arkansas
1834,2/22/20,California,0.0,2020,8,7,CA,06,California
1835,2/22/20,Colorado,0.0,2020,8,7,CO,08,Colorado
1836,2/22/20,Connecticut,0.0,2020,8,7,CT,09,Connecticut
1837,2/22/20,Delaware,0.0,2020,8,7,DE,10,Delaware
1839,2/22/20,District of Columbia,0.0,2020,8,7,DC,11,District of Columbia
1840,2/22/20,Florida,0.0,2020,8,7,FL,12,Florida
1841,2/22/20,Georgia,0.0,2020,8,7,GA,13,Georgia
1844,2/22/20,Hawaii,0.0,2020,8,7,HI,15,Hawaii
1845,2/22/20,Idaho,0.0,2020,8,7,ID,16,Idaho
1846,2/22/20,Illinois,0.0,2020,8,7,IL,17,Illinois
1847,2/22/20,Indiana,0.0,2020,8,7,IN,18,Indiana
1848,2/22/20,Iowa,0.0,2020,8,7,IA,19,Iowa
1849,2/22/20,Kansas,0.0,2020,8,7,KS,20,Kansas
1850,2/22/20,Kentucky,0.0,2020,8,7,KY,21,Kentucky
1851,2/22/20,Louisiana,0.0,2020,8,7,LA,22,Louisiana
1852,2/22/20,Maine,0.0,2020,8,7,ME,23,Maine
1853,2/22/20,Maryland,0.0,2020,8,7,MD,24,Maryland
1854,2/22/20,Massachusetts,0.0,2020,8,7,MA,25,Massachusetts
1855,2/22/20,Michigan,0.0,2020,8,7,MI,26,Michigan
1856,2/22/20,Minnesota,0.0,2020,8,7,MN,27,Minnesota
1857,2/22/20,Mississippi,0.0,2020,8,7,MS,28,Mississippi
1858,2/22/20,Missouri,0.0,2020,8,7,MO,29,Missouri
1859,2/22/20,Montana,0.0,2020,8,7,MT,30,Montana
1860,2/22/20,Nebraska,0.0,2020,8,7,NE,31,Nebraska
1861,2/22/20,Nevada,0.0,2020,8,7,NV,32,Nevada
1862,2/22/20,New Hampshire,0.0,2020,8,7,NH,33,New Hampshire
1863,2/22/20,New Jersey,0.0,2020,8,7,NJ,34,New Jersey
1864,2/22/20,New Mexico,0.0,2020,8,7,NM,35,New Mexico
1865,2/22/20,New York,0.0,2020,8,7,NY,36,New York
1866,2/22/20,North Carolina,0.0,2020,8,7,NC,37,North Carolina
1867,2/22/20,North Dakota,0.0,2020,8,7,ND,38,North Dakota
1869,2/22/20,Ohio,0.0,2020,8,7,OH,39,Ohio
1870,2/22/20,Oklahoma,0.0,2020,8,7,OK,40,Oklahoma
1871,2/22/20,Oregon,0.0,2020,8,7,OR,41,Oregon
1872,2/22/20,Pennsylvania,0.0,2020,8,7,PA,42,Pennsylvania
1874,2/22/20,Rhode Island,0.0,2020,8,7,RI,44,Rhode Island
1875,2/22/20,South Carolina,0.0,2020,8,7,SC,45,South Carolina
1876,2/22/20,South Dakota,0.0,2020,8,7,SD,46,South Dakota
1877,2/22/20,Tennessee,0.0,2020,8,7,TN,47,Tennessee
1878,2/22/20,Texas,0.0,2020,8,7,TX,48,Texas
1879,2/22/20,Utah,0.0,2020,8,7,UT,49,Utah
1880,2/22/20,Vermont,0.0,2020,8,7,VT,50,Vermont
1882,2/22/20,Virginia,0.0,2020,8,7,VA,51,Virginia
1883,2/22/20,Washington,0.0,2020,8,7,WA,53,Washington
1884,2/22/20,West Virginia,0.0,2020,8,7,WV,54,West Virginia
1885,2/22/20,Wisconsin,0.0,2020,8,7,WI,55,Wisconsin
1886,2/22/20,Wyoming,0.0,2020,8,7,WY,56,Wyoming
1887,2/22/20,US,0.0,2020,8,7,nat,US,
1888,2/23/20,Alabama,0.0,2020,9,1,AL,01,Alabama
1889,2/23/20,Alaska,0.0,2020,9,1,AK,02,Alaska
1891,2/23/20,Arizona,0.0,2020,9,1,AZ,04,Arizona
1892,2/23/20,Arkansas,0.0,2020,9,1,AR,05,Arkansas
1893,2/23/20,California,0.0,2020,9,1,CA,06,California
1894,2/23/20,Colorado,0.0,2020,9,1,CO,08,Colorado
1895,2/23/20,Connecticut,0.0,2020,9,1,CT,09,Connecticut
1896,2/23/20,Delaware,0.0,2020,9,1,DE,10,Delaware
1898,2/23/20,District of Columbia,0.0,2020,9,1,DC,11,District of Columbia
1899,2/23/20,Florida,0.0,2020,9,1,FL,12,Florida
1900,2/23/20,Georgia,0.0,2020,9,1,GA,13,Georgia
1903,2/23/20,Hawaii,0.0,2020,9,1,HI,15,Hawaii
1904,2/23/20,Idaho,0.0,2020,9,1,ID,16,Idaho
1905,2/23/20,Illinois,0.0,2020,9,1,IL,17,Illinois
1906,2/23/20,Indiana,0.0,2020,9,1,IN,18,Indiana
1907,2/23/20,Iowa,0.0,2020,9,1,IA,19,Iowa
1908,2/23/20,Kansas,0.0,2020,9,1,KS,20,Kansas
1909,2/23/20,Kentucky,0.0,2020,9,1,KY,21,Kentucky
1910,2/23/20,Louisiana,0.0,2020,9,1,LA,22,Louisiana
1911,2/23/20,Maine,0.0,2020,9,1,ME,23,Maine
1912,2/23/20,Maryland,0.0,2020,9,1,MD,24,Maryland
1913,2/23/20,Massachusetts,0.0,2020,9,1,MA,25,Massachusetts
1914,2/23/20,Michigan,0.0,2020,9,1,MI,26,Michigan
1915,2/23/20,Minnesota,0.0,2020,9,1,MN,27,Minnesota
1916,2/23/20,Mississippi,0.0,2020,9,1,MS,28,Mississippi
1917,2/23/20,Missouri,0.0,2020,9,1,MO,29,Missouri
1918,2/23/20,Montana,0.0,2020,9,1,MT,30,Montana
1919,2/23/20,Nebraska,0.0,2020,9,1,NE,31,Nebraska
1920,2/23/20,Nevada,0.0,2020,9,1,NV,32,Nevada
1921,2/23/20,New Hampshire,0.0,2020,9,1,NH,33,New Hampshire
