location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,baseline_eligibility,overall_eligibility
13,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
13,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
13,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
13,MITCovAlliance-SIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",ineligible
13,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
13,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
13,NotreDame-mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
13,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
13,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
13,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
13,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
13,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
13,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
13,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
13,UMich-RidgeTfReg,eligible,eligible,eligible,"NA",eligible
13,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
13,UT-Mobility,eligible,eligible,eligible,"NA",eligible
13,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
15,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
15,CovidAnalytics-DELPHI,eligible,eligible,decreasing quantiles over time,"NA",ineligible
15,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,CU-select,eligible,eligible,eligible,"NA",eligible
15,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
15,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
15,IowaStateLW-STEM,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,JHU_IDD-CovidSP,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
15,Karlen-pypm,eligible,eligible,decreasing quantiles over time,"NA",ineligible
15,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
15,MITCovAlliance-SIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
15,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
15,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,NotreDame-mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
15,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
15,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
15,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",ineligible
15,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
15,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
15,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
15,UMich-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
15,UT-Mobility,eligible,eligible,eligible,"NA",eligible
15,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
16,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,Covid19Sim-Simulator,eligible,eligible,eligible,"NA",eligible
16,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
16,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,CU-select,eligible,eligible,eligible,"NA",eligible
16,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
16,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
16,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
16,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
16,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
16,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
16,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
16,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",eligible
16,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
16,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,NotreDame-mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
16,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
16,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
16,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",ineligible
16,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
16,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
16,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
16,UMich-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
16,UT-Mobility,eligible,eligible,eligible,"NA",eligible
16,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
17,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
17,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
17,CovidAnalytics-DELPHI,eligible,eligible,decreasing quantiles over time,"NA",ineligible
17,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
17,CU-select,eligible,eligible,eligible,"NA",eligible
17,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
17,epiforecasts-ensemble1,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
17,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
17,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
17,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
17,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
17,JHU_IDD-CovidSP,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
17,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
17,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
17,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",eligible
17,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
17,NotreDame-FRED,eligible,eligible,eligible,"NA",eligible
17,NotreDame-mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
17,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
17,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
17,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
17,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
17,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
17,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
17,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
17,UMich-RidgeTfReg,eligible,eligible,eligible,"NA",eligible
17,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
17,UT-Mobility,eligible,eligible,eligible,"NA",eligible
17,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
18,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
18,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
18,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
18,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
18,CU-select,eligible,eligible,eligible,"NA",eligible
18,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
18,epiforecasts-ensemble1,eligible,eligible,eligible,"NA",eligible
18,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
18,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
18,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
18,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
18,JHU_IDD-CovidSP,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
18,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
18,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
18,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",eligible
18,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
18,NotreDame-FRED,eligible,eligible,eligible,"NA",eligible
18,NotreDame-mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
18,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
18,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
18,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
18,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
18,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
18,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
18,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
18,UMich-RidgeTfReg,eligible,eligible,decreasing quantiles over time,"NA",ineligible
18,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
18,UT-Mobility,eligible,eligible,eligible,"NA",eligible
18,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
19,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,Covid19Sim-Simulator,eligible,eligible,eligible,"NA",eligible
19,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
19,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,CU-select,eligible,eligible,eligible,"NA",eligible
19,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
19,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
19,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
19,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
19,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
19,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
19,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
19,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",eligible
19,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
19,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,NotreDame-mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
19,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
19,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
19,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
19,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
19,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
19,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
19,UMich-RidgeTfReg,eligible,eligible,eligible,"NA",eligible
19,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
19,UT-Mobility,eligible,eligible,eligible,"NA",eligible
19,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
20,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,Covid19Sim-Simulator,eligible,eligible,eligible,"NA",eligible
20,CovidAnalytics-DELPHI,eligible,eligible,decreasing quantiles over time,"NA",ineligible
20,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,CU-select,eligible,eligible,eligible,"NA",eligible
20,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
20,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
20,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
20,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
20,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
20,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
20,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",eligible
20,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
20,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,NotreDame-mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
20,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
20,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
20,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
20,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
20,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
20,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
20,UMich-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
20,UT-Mobility,eligible,eligible,eligible,"NA",eligible
20,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
21,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
21,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
21,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,CU-select,eligible,eligible,eligible,"NA",eligible
21,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
21,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
21,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
21,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
21,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
21,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
21,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
21,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",eligible
21,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
21,NotreDame-FRED,eligible,eligible,eligible,"NA",eligible
21,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
21,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
21,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
21,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,RobertWalraven-ESG,eligible,eligible,decreasing quantiles over time,"NA",ineligible
21,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
21,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
21,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
21,UMich-RidgeTfReg,eligible,eligible,eligible,"NA",eligible
21,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
21,UT-Mobility,eligible,eligible,eligible,"NA",eligible
21,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
22,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
22,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
22,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,CU-select,eligible,eligible,eligible,"NA",eligible
22,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
22,epiforecasts-ensemble1,eligible,eligible,eligible,"NA",eligible
22,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
22,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
22,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
22,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
22,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
22,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
22,MITCovAlliance-SIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",ineligible
22,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
22,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,NotreDame-mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
22,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
22,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
22,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
22,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
22,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
22,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
22,UMich-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
22,UT-Mobility,eligible,eligible,eligible,"NA",eligible
22,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
23,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
23,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
23,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,CU-select,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
23,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
23,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
23,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
23,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
23,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
23,Karlen-pypm,eligible,eligible,decreasing quantiles over time,"NA",ineligible
23,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
23,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",eligible
23,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
23,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,NotreDame-mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
23,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
23,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
23,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
23,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
23,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
23,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
23,UMich-RidgeTfReg,eligible,eligible,decreasing quantiles over time,"NA",ineligible
23,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
23,UT-Mobility,eligible,eligible,eligible,"NA",eligible
23,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
24,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
24,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
24,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,CU-select,eligible,eligible,eligible,"NA",eligible
24,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
24,epiforecasts-ensemble1,eligible,eligible,eligible,"NA",eligible
24,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
24,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
24,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
24,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
24,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
24,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
24,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",eligible
24,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
24,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
24,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
24,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
24,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
