location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,overall_eligibility
78,YYG-ParamSearch,eligible,"NA","NA",eligible
US,CAN-SEIR_CAN,missing required forecasts,"NA","NA",ineligible
US,Covid19Sim-Simulator,eligible,"NA","NA",eligible
US,epiforecasts-ensemble1,eligible,"NA","NA",eligible
US,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
US,GT-DeepCOVID,eligible,"NA","NA",eligible
US,IHME-CurveFit,eligible,"NA","NA",eligible
US,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
US,LANL-GrowthRate,eligible,"NA","NA",eligible
US,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
US,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
US,NotreDame-mobility,eligible,"NA","NA",eligible
US,OliverWyman-Navigator,eligible,"NA","NA",eligible
US,UA-EpiCovDA,eligible,"NA","NA",eligible
US,UCLA-SuEIR,eligible,"NA","NA",eligible
US,UMass-MechBayes,eligible,"NA","NA",eligible
US,UT-Mobility,eligible,"NA","NA",eligible
US,YYG-ParamSearch,eligible,"NA","NA",eligible
