location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Idaho,16,04/22/20, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 4, 7, 11, 14, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 3, 3, 3, 5, 5, 5, 7, 7, 7, 7, 8, 8, 8, 8, 8, 9
Illinois,17,04/22/20, 74, 104, 114, 135, 168, 205, 230, 247, 273, 295, 318, 360, 411, 433, 471, 524, 574, 610, 652, 749, 962, 1755, 2339, 15, 16, 20, 29, 38, 41, 48, 51, 54, 57, 60, 66, 71, 81, 89, 95, 97, 107, 116, 126, 166, 272, 361, 45, 179, 332, 758, 1285, 2009, 2496, 2914, 3308, 3567, 4148, 4514, 4851, 5173, 5541, 5994, 6328, 6714, 7118, 7525, 7770, 7886, 7977
Indiana,18,04/22/20, 13, 18, 34, 41, 51, 57, 68, 75, 83, 92, 98, 109, 116, 126, 132, 147, 167, 183, 198, 219, 272, 331, 343, 1, 2, 2, 4, 4, 6, 7, 8, 9, 10, 11, 12, 12, 13, 16, 17, 19, 21, 23, 25, 32, 37, 38, 9, 21, 51, 130, 223, 284, 367, 450, 554, 599, 666, 732, 784, 844, 906, 974, 1031, 1077, 1138, 1242, 1294, 1330, 1338
Iowa,19,04/22/20, 4, 7, 13, 18, 28, 32, 36, 39, 43, 50, 53, 60, 64, 75, 82, 94, 101, 127, 150, 170, 272, 378, 564, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 5, 5, 5, 6, 7, 8, 9, 10, 14, 20, 34, 49, 1, 2, 12, 37, 56, 90, 195, 223, 272, 288, 338, 363, 392, 464, 484, 500, 525, 539, 555, 619, 643, 650, 656
Kansas,20,04/22/20, 1, 3, 5, 7, 9, 10, 11, 12, 14, 16, 17, 19, 21, 24, 25, 27, 31, 34, 40, 63, 144, 198, 288, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 5, 6, 7, 11, 21, 27, 3, 3, 7, 37, 47, 60, 99, 115, 149, 157, 190, 199, 213, 233, 248, 260, 272, 286, 302, 318, 324, 329, 329
Kentucky,21,04/22/20, 4, 6, 11, 17, 19, 24, 34, 39, 48, 52, 55, 72, 82, 91, 98, 123, 145, 189, 217, 280, 321, 440, 454, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 5, 7, 8, 9, 10, 16, 19, 21, 28, 28, 30, 4, 9, 37, 75, 114, 153, 237, 311, 360, 376, 423, 455, 499, 541, 570, 601, 624, 644, 684, 748, 757, 764, 768
Louisiana,22,04/22/20, 25, 32, 36, 51, 60, 66, 79, 86, 99, 113, 117, 134, 140, 152, 168, 187, 201, 226, 258, 314, 359, 408, 504, 4, 5, 7, 7, 9, 11, 12, 15, 16, 17, 20, 21, 24, 26, 28, 31, 36, 42, 46, 53, 68, 70, 90, 15, 30, 93, 201, 404, 481, 641, 822, 1053, 1127, 1242, 1325, 1395, 1493, 1606, 1748, 1924, 2044, 2189, 2409, 2502, 2576, 2641
Maine,23,04/22/20, 1, 2, 5, 6, 7, 8, 11, 12, 15, 16, 19, 22, 23, 24, 26, 29, 31, 44, 58, 78, 111, 214, 250, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 5, 7, 8, 12, 13, 29, 5, 14, 19, 37, 46, 59, 88, 105, 124, 131, 156, 170, 176, 219, 245, 258, 283, 299, 317, 362, 375, 379, 379
Maryland,24,04/22/20, 13, 18, 19, 30, 39, 41, 44, 49, 55, 64, 67, 72, 74, 78, 81, 96, 108, 119, 134, 152, 190, 215, 273, 0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 13, 14, 15, 16, 18, 22, 27, 33, 38, 48, 8, 21, 44, 139, 204, 243, 359, 433, 519, 574, 657, 717, 787, 846, 907, 978, 1033, 1096, 1163, 1236, 1275, 1296, 1303
Massachusetts,25,04/22/20, 117, 146, 170, 187, 218, 230, 248, 266, 272, 288, 307, 326, 352, 366, 376, 392, 424, 453, 525, 589, 649, 733, 1070, 30, 33, 34, 39, 41, 47, 51, 53, 55, 56, 59, 60, 63, 68, 73, 80, 85, 89, 96, 111, 135, 142, 216, 67, 160, 258, 650, 1059, 1370, 1901, 2344, 2652, 2972, 3486, 3829, 4122, 4420, 4718, 5065, 5364, 5738, 6102, 6530, 6807, 6951, 7024
Michigan,26,04/22/20, 208, 270, 293, 375, 407, 443, 500, 541, 581, 617, 661, 704, 784, 838, 869, 913, 1011, 1128, 1247, 1411, 1765, 1867, 2138, 46, 48, 61, 70, 76, 82, 95, 100, 109, 118, 128, 132, 138, 148, 153, 164, 174, 197, 214, 243, 267, 332, 359, 117, 259, 602, 1413, 2247, 3016, 3880, 4731, 5373, 5839, 6722, 7214, 7680, 8311, 9094, 9923, 10661, 11335, 12010, 13191, 13770, 14062, 14284
Minnesota,27,04/22/20, 10, 14, 19, 26, 31, 43, 44, 48, 53, 58, 66, 69, 75, 93, 103, 114, 131, 157, 252, 352, 550, 904, 1053, 0, 0, 1, 2, 2, 3, 3, 3, 3, 4, 5, 5, 6, 7, 8, 9, 12, 14, 18, 27, 38, 61, 73, 7, 21, 34, 82, 117, 134, 290, 364, 428, 474, 599, 629, 655, 729, 781, 799, 838, 860, 889, 968, 999, 1009, 1024
Mississippi,28,04/22/20, 5, 5, 9, 14, 16, 17, 27, 28, 31, 35, 39, 44, 50, 59, 64, 72, 80, 98, 106, 135, 187, 215, 223, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 4, 4, 5, 5, 6, 6, 7, 9, 15, 17, 23, 2, 5, 8, 34, 54, 70, 104, 121, 165, 178, 208, 218, 248, 267, 286, 298, 310, 340, 381, 402, 421, 424, 426
Missouri,29,04/22/20, 17, 26, 46, 54, 61, 63, 67, 72, 78, 84, 89, 98, 108, 113, 122, 130, 134, 143, 162, 214, 250, 299, 335, 3, 5, 5, 7, 8, 9, 10, 11, 12, 12, 13, 14, 15, 15, 18, 18, 21, 22, 24, 28, 33, 39, 46, 18, 41, 108, 181, 265, 336, 449, 541, 606, 656, 756, 859, 922, 1005, 1097, 1170, 1253, 1315, 1357, 1480, 1534, 1559, 1578
Montana,30,04/22/20, 3, 4, 8, 11, 12, 14, 17, 21, 25, 26, 28, 31, 32, 36, 42, 45, 54, 68, 84, 100, 115, 158, 195, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 6, 7, 8, 10, 12, 19, 4, 11, 12, 36, 57, 81, 109, 141, 157, 166, 184, 195, 205, 228, 242, 253, 267, 280, 296, 333, 345, 359, 365
Nebraska,31,04/22/20, 0, 0, 0, 1, 1, 2, 3, 5, 7, 10, 13, 15, 19, 23, 25, 30, 38, 45, 61, 74, 110, 125, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 4, 5, 6, 9, 14, 18, 0, 6, 8, 19, 36, 42, 53, 73, 101, 106, 136, 140, 147, 156, 162, 164, 167, 169, 175, 195, 204, 207, 211
Nevada,32,04/22/20, 0, 1, 3, 5, 7, 8, 10, 12, 14, 16, 18, 20, 24, 28, 34, 42, 49, 58, 71, 91, 147, 224, 302, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 6, 9, 11, 13, 19, 29, 8, 13, 17, 68, 81, 100, 153, 176, 190, 204, 235, 243, 254, 261, 274, 302, 314, 329, 364, 388, 401, 406, 411
New Hampshire,33,04/22/20, 8, 10, 14, 16, 19, 25, 27, 30, 32, 35, 38, 46, 54, 66, 82, 88, 112, 134, 189, 223, 300, 442, 475, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 4, 4, 5, 5, 6, 8, 11, 13, 16, 21, 25, 41, 48, 3, 6, 21, 87, 108, 152, 245, 294, 332, 355, 466, 506, 535, 568, 589, 606, 631, 678, 700, 745, 754, 767, 777
New Jersey,34,04/22/20, 227, 292, 361, 416, 449, 502, 554, 571, 619, 663, 705, 742, 770, 799, 843, 868, 915, 988, 1035, 1135, 1325, 1446, 1531, 58, 63, 68, 95, 100, 106, 109, 118, 126, 134, 140, 146, 152, 157, 170, 176, 190, 201, 209, 231, 278, 311, 353, 110, 232, 569, 1259, 2283, 3049, 4060, 4915, 5721, 6404, 7272, 8072, 8683, 9429, 10197, 11053, 11854, 12759, 13483, 14366, 14928, 15195, 15423
New Mexico,35,04/22/20, 1, 1, 3, 6, 7, 9, 10, 12, 15, 18, 19, 21, 23, 27, 31, 37, 42, 52, 69, 96, 119, 136, 169, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 3, 4, 5, 5, 6, 7, 13, 15, 17, 2, 6, 20, 27, 38, 45, 77, 100, 122, 133, 152, 164, 173, 200, 215, 225, 235, 246, 263, 295, 308, 316, 317
New York,36,04/22/20, 914, 1349, 1737, 1912, 2203, 2417, 2484, 2679, 2907, 2995, 3190, 3310, 3428, 3715, 3881, 4138, 4242, 4373, 4498, 4808, 5003, 5143, 5495, 261, 396, 417, 473, 504, 522, 551, 593, 644, 673, 688, 705, 730, 814, 835, 868, 894, 920, 960, 1011, 1076, 1110, 1223, 554, 1487, 3497, 7205, 11087, 14593, 18982, 22615, 25723, 29122, 33428, 37500, 40546, 44158, 47808, 51509, 55214, 59216, 62536, 66611, 69928, 71421, 72658
North Carolina,37,04/22/20, 28, 47, 62, 81, 90, 100, 109, 122, 135, 145, 160, 169, 181, 198, 207, 226, 234, 242, 272, 339, 410, 448, 546, 4, 5, 6, 7, 8, 10, 11, 13, 14, 16, 16, 17, 20, 20, 21, 24, 27, 28, 31, 34, 43, 51, 61, 10, 24, 65, 176, 287, 408, 553, 672, 760, 834, 969, 1032, 1097, 1194, 1299, 1432, 1545, 1642, 1751, 1856, 1921, 1941, 1962
North Dakota,38,04/22/20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 5, 11, 28, 44, 63, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 6, 0, 0, 1, 2, 2, 3, 5, 6, 11, 11, 12, 13, 14, 17, 17, 21, 24, 24, 24, 29, 29, 32, 33
Ohio,39,04/22/20, 10, 13, 18, 27, 32, 36, 42, 45, 50, 53, 58, 69, 72, 80, 86, 93, 105, 123, 143, 161, 200, 222, 265, 0, 1, 1, 2, 2, 3, 4, 5, 6, 6, 7, 8, 9, 10, 11, 12, 14, 16, 18, 21, 26, 28, 30, 7, 13, 31, 77, 138, 192, 268, 330, 388, 426, 460, 498, 535, 593, 679, 717, 768, 821, 840, 903, 918, 930, 955
Oklahoma,40,04/22/20, 3, 4, 9, 13, 15, 17, 20, 27, 29, 35, 40, 42, 48, 55, 61, 68, 78, 88, 101, 121, 179, 190, 212, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 7, 8, 9, 10, 15, 17, 20, 3, 8, 22, 65, 84, 120, 161, 183, 200, 220, 254, 274, 295, 332, 356, 370, 404, 415, 427, 459, 475, 482, 483
Oregon,41,04/22/20, 8, 11, 16, 25, 35, 40, 47, 54, 62, 70, 75, 82, 88, 106, 118, 132, 146, 174, 198, 250, 311, 543, 591, 0, 0, 1, 3, 4, 4, 5, 6, 8, 9, 10, 10, 11, 12, 12, 14, 17, 19, 22, 25, 30, 43, 79, 7, 17, 45, 96, 147, 180, 297, 393, 469, 511, 577, 631, 685, 730, 791, 861, 926, 983, 1040, 1205, 1243, 1260, 1275
Pennsylvania,42,04/22/20, 65, 73, 98, 123, 163, 186, 194, 222, 238, 250, 262, 286, 311, 335, 345, 382, 395, 414, 453, 491, 581, 648, 770, 9, 17, 18, 24, 29, 31, 34, 36, 39, 44, 47, 49, 55, 61, 63, 65, 68, 72, 75, 82, 96, 116, 148, 52, 118, 239, 488, 827, 1064, 1376, 1639, 1853, 2105, 2416, 2758, 2966, 3238, 3579, 3799, 4087, 4356, 4535, 4847, 5066, 5206, 5291
Rhode Island,44,04/22/20, 5, 5, 6, 7, 8, 9, 10, 13, 15, 15, 16, 18, 19, 20, 22, 23, 24, 26, 26, 29, 34, 41, 58, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 6, 7, 8, 9, 11, 4, 8, 18, 43, 59, 69, 87, 104, 127, 137, 152, 161, 174, 187, 200, 214, 223, 239, 254, 281, 292, 297, 301
South Carolina,45,04/22/20, 14, 17, 20, 24, 28, 32, 35, 40, 43, 48, 56, 63, 70, 79, 83, 89, 94, 111, 127, 158, 216, 248, 296, 1, 1, 2, 2, 3, 3, 4, 4, 5, 6, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 21, 28, 31, 8, 20, 41, 90, 136, 180, 258, 308, 342, 363, 413, 451, 483, 545, 586, 638, 680, 720, 757, 817, 857, 869, 874
South Dakota,46,04/22/20, 0, 1, 3, 4, 8, 11, 17, 19, 26, 32, 37, 44, 57, 64, 81, 96, 127, 161, 211, 306, 431, 488, 790, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 5, 6, 7, 9, 13, 17, 23, 35, 42, 74, 2, 5, 9, 79, 88, 101, 206, 252, 302, 339, 494, 512, 532, 595, 619, 628, 650, 667, 685, 769, 805, 811, 815
Tennessee,47,04/22/20, 23, 26, 38, 53, 58, 65, 70, 78, 87, 104, 113, 119, 134, 144, 152, 166, 176, 183, 216, 232, 264, 334, 497, 2, 3, 4, 6, 6, 7, 9, 10, 10, 11, 13, 14, 15, 17, 19, 20, 21, 23, 25, 31, 39, 40, 44, 17, 31, 79, 137, 247, 319, 442, 531, 612, 656, 730, 797, 839, 926, 1024, 1109, 1171, 1297, 1398, 1492, 1543, 1571, 1592
Texas,48,04/22/20, 47, 74, 86, 96, 112, 134, 152, 172, 184, 203, 214, 225, 236, 259, 265, 291, 308, 343, 382, 505, 662, 768, 994, 6, 6, 12, 14, 17, 18, 20, 22, 25, 27, 29, 30, 32, 33, 34, 36, 39, 43, 46, 59, 70, 78, 102, 19, 45, 112, 252, 417, 609, 875, 1047, 1202, 1318, 1566, 1664, 1800, 2005, 2190, 2327, 2488, 2659, 2826, 3075, 3183, 3224, 3271
Utah,49,04/22/20, 3, 3, 6, 9, 11, 12, 14, 16, 18, 19, 21, 23, 26, 34, 36, 40, 44, 48, 58, 80, 92, 108, 125, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 4, 4, 5, 6, 6, 7, 7, 8, 8, 11, 12, 12, 14, 6, 7, 27, 71, 105, 125, 145, 168, 194, 212, 234, 243, 261, 275, 301, 326, 363, 385, 410, 430, 446, 452, 464
Vermont,50,04/22/20, 9, 12, 15, 21, 23, 29, 31, 33, 43, 53, 58, 61, 63, 65, 75, 80, 90, 96, 128, 141, 174, 230, 314, 0, 0, 1, 2, 2, 2, 3, 4, 4, 5, 6, 6, 6, 7, 7, 8, 9, 9, 12, 17, 21, 24, 31, 3, 11, 37, 93, 133, 174, 233, 260, 296, 315, 397, 435, 453, 492, 523, 553, 582, 604, 642, 677, 700, 710, 717
Virginia,51,04/22/20, 28, 39, 54, 70, 106, 118, 125, 143, 151, 160, 184, 196, 208, 221, 252, 288, 333, 378, 444, 537, 743, 823, 1295, 1, 1, 2, 4, 6, 6, 8, 11, 11, 13, 14, 14, 16, 18, 19, 22, 27, 29, 33, 45, 60, 74, 108, 12, 31, 98, 195, 256, 322, 513, 601, 688, 758, 987, 1035, 1096, 1220, 1316, 1403, 1483, 1543, 1623, 1900, 1953, 1988, 2029
Washington,53,04/22/20, 47, 59, 74, 95, 121, 147, 164, 192, 210, 229, 246, 257, 269, 313, 338, 380, 448, 499, 557, 667, 765, 841, 1289, 3, 5, 6, 10, 12, 13, 16, 18, 19, 20, 22, 25, 27, 30, 32, 39, 47, 56, 69, 83, 95, 99, 155, 79, 133, 216, 340, 545, 663, 915, 1135, 1367, 1447, 1629, 1786, 1966, 2147, 2307, 2478, 2631, 2754, 2884, 3234, 3425, 3515, 3539
West Virginia,54,04/22/20, 0, 0, 1, 1, 1, 1, 2, 2, 3, 3, 4, 5, 5, 7, 8, 9, 11, 15, 18, 31, 58, 107, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 5, 8, 10, 1, 2, 2, 5, 11, 21, 31, 33, 34, 34, 36, 40, 42, 51, 52, 53, 55, 63, 66, 76, 76, 77, 77
Wisconsin,55,04/22/20, 11, 21, 39, 50, 54, 61, 69, 77, 87, 95, 109, 124, 134, 141, 150, 165, 178, 197, 252, 296, 362, 386, 524, 2, 2, 3, 6, 7, 8, 9, 11, 11, 12, 13, 14, 16, 17, 19, 21, 23, 24, 28, 38, 43, 46, 49, 15, 35, 71, 182, 265, 377, 472, 561, 673, 751, 876, 961, 1073, 1156, 1210, 1302, 1383, 1446, 1518, 1617, 1669, 1712, 1729
Wyoming,56,04/22/20, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 3, 3, 4, 5, 7, 9, 12, 19, 25, 44, 87, 122, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 6, 9, 12, 1, 2, 2, 6, 16, 19, 24, 27, 29, 34, 39, 44, 64, 65, 67, 78, 80, 94, 96, 104, 108, 108, 108
US National,US,04/22/20, 3065, 4051, 5184, 5926, 6780, 7480, 8444, 8887, 9301, 9810, 9954, 10265, 11272, 11527, 12229, 12717, 13499, 14171, 15515, 17139, 20671, 23437, 24783, 703, 931, 1024, 1120, 1218, 1361, 1441, 1513, 1571, 1632, 1676, 1790, 1834, 1937, 2002, 2124, 2200, 2279, 2453, 2756, 3081, 3469, 3915, 1479, 3657, 8163, 17925, 28315, 37590, 50164, 60439, 69468, 77182, 88690, 97546, 105114, 114387, 123501, 132861, 141932, 151419, 159734, 171849, 179409, 183275, 185891
Alabama,1,04/23/20, 14, 16, 18, 23, 26, 30, 34, 42, 49, 54, 59, 63, 66, 73, 85, 93, 100, 114, 129, 151, 194, 223, 334, 0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 7, 8, 9, 9, 11, 12, 16, 19, 23, 35, 4, 9, 39, 73, 130, 176, 217, 257, 289, 328, 383, 399, 434, 469, 499, 532, 551, 582, 619, 667, 684, 707, 714
Alaska,2,04/23/20, 0, 0, 1, 2, 3, 4, 5, 5, 6, 7, 7, 9, 9, 11, 13, 16, 21, 25, 34, 44, 62, 82, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 4, 5, 6, 10, 3, 5, 8, 13, 17, 32, 51, 57, 63, 67, 78, 84, 88, 95, 101, 111, 120, 125, 126, 136, 137, 137, 141
Arizona,4,04/23/20, 18, 34, 43, 62, 78, 91, 94, 112, 130, 158, 180, 192, 208, 218, 237, 254, 268, 285, 321, 356, 453, 737, 831, 4, 6, 7, 8, 11, 13, 15, 16, 18, 19, 21, 22, 25, 26, 27, 29, 32, 34, 36, 41, 45, 50, 61, 16, 39, 101, 250, 358, 472, 611, 759, 905, 991, 1171, 1312, 1406, 1524, 1628, 1745, 1849, 1959, 2044, 2181, 2282, 2322, 2361
Arkansas,5,04/23/20, 0, 0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 14, 14, 16, 19, 22, 27, 35, 44, 72, 104, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 4, 5, 8, 9, 12, 5, 7, 10, 18, 36, 44, 57, 65, 68, 73, 86, 89, 91, 98, 101, 106, 114, 131, 143, 158, 171, 172, 172
California,6,04/23/20, 75, 114, 134, 164, 191, 231, 277, 307, 329, 360, 380, 438, 483, 525, 601, 638, 714, 794, 919, 1111, 1369, 1665, 2184, 10, 15, 19, 26, 32, 37, 44, 50, 55, 60, 66, 69, 77, 87, 94, 98, 102, 114, 139, 172, 208, 253, 334, 67, 141, 262, 803, 1243, 1720, 2380, 2841, 3399, 3785, 4401, 4682, 5115, 5566, 5920, 6315, 6614, 7007, 7252, 7876, 8195, 8497, 8551
Colorado,8,04/23/20, 28, 45, 51, 69, 83, 93, 111, 122, 135, 144, 156, 163, 175, 189, 196, 205, 220, 242, 263, 330, 412, 546, 583, 2, 5, 10, 12, 14, 15, 17, 18, 19, 20, 22, 24, 25, 25, 28, 29, 33, 38, 40, 47, 64, 65, 83, 12, 41, 123, 252, 399, 534, 726, 882, 1012, 1143, 1278, 1375, 1470, 1647, 1754, 1878, 2010, 2163, 2302, 2501, 2590, 2633, 2673
Connecticut,9,04/23/20, 45, 50, 63, 81, 91, 106, 115, 127, 138, 161, 179, 185, 193, 206, 223, 243, 262, 282, 307, 334, 416, 478, 586, 9, 11, 13, 17, 19, 23, 25, 27, 30, 34, 36, 38, 39, 43, 49, 52, 56, 58, 64, 70, 84, 88, 126, 31, 97, 191, 529, 731, 886, 1149, 1319, 1509, 1670, 1953, 2089, 2330, 2496, 2706, 2928, 3148, 3359, 3544, 3791, 4013, 4107, 4159
Delaware,10,04/23/20, 0, 0, 1, 2, 3, 4, 4, 5, 6, 7, 8, 9, 9, 12, 14, 15, 17, 18, 22, 27, 43, 51, 73, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 6, 8, 11, 14, 1, 4, 7, 15, 22, 30, 42, 53, 77, 98, 109, 120, 126, 137, 155, 162, 171, 182, 191, 195, 208, 216, 223
Florida,12,04/23/20, 73, 145, 146, 193, 215, 238, 276, 294, 320, 349, 379, 413, 465, 527, 569, 597, 638, 674, 717, 757, 1115, 1385, 1446, 15, 19, 23, 34, 41, 43, 46, 50, 58, 61, 66, 72, 78, 83, 89, 95, 104, 113, 120, 129, 178, 200, 234, 52, 125, 362, 784, 1246, 1755, 2372, 2986, 3386, 3738, 4050, 4338, 4680, 5113, 5464, 5822, 6157, 6560, 6865, 7375, 7765, 7952, 8020
Georgia,13,04/23/20, 27, 31, 63, 78, 85, 98, 119, 133, 140, 153, 166, 176, 187, 194, 204, 227, 239, 299, 340, 375, 484, 705, 758, 1, 4, 6, 7, 9, 10, 14, 14, 15, 17, 19, 21, 22, 23, 26, 29, 32, 34, 37, 42, 65, 77, 99, 18, 45, 96, 191, 302, 426, 708, 894, 1034, 1134, 1296, 1379, 1460, 1601, 1668, 1777, 1848, 1982, 2088, 2284, 2359, 2396, 2422
Hawaii,15,04/23/20, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 5, 6, 6, 9, 11, 14, 18, 24, 34, 39, 360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 4, 4, 6, 7, 26, 1, 1, 3, 11, 21, 23, 27, 35, 41, 45, 51, 57, 67, 77, 97, 110, 111, 125, 126, 163, 165, 166, 169
Idaho,16,04/23/20, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 4, 4, 6, 7, 9, 15, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 0, 0, 0, 1, 1, 1, 3, 8, 8, 8, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12
Illinois,17,04/23/20, 49, 89, 103, 123, 148, 187, 200, 229, 256, 287, 302, 330, 365, 392, 442, 489, 527, 568, 617, 672, 882, 1664, 2202, 13, 17, 20, 24, 29, 35, 42, 44, 47, 53, 59, 63, 71, 73, 82, 90, 97, 101, 111, 123, 158, 274, 342, 35, 146, 301, 712, 1280, 1931, 2360, 2774, 3142, 3373, 3906, 4267, 4612, 4876, 5244, 5656, 5941, 6400, 6725, 7095, 7318, 7408, 7516
Indiana,18,04/23/20, 12, 18, 26, 40, 48, 57, 68, 71, 81, 90, 101, 113, 122, 128, 144, 155, 165, 185, 197, 231, 274, 355, 359, 1, 1, 2, 4, 5, 6, 7, 8, 8, 10, 11, 12, 13, 13, 16, 19, 20, 22, 24, 29, 33, 36, 45, 8, 21, 66, 145, 228, 279, 366, 486, 585, 627, 697, 771, 822, 880, 926, 991, 1048, 1122, 1186, 1295, 1352, 1396, 1404
Iowa,19,04/23/20, 4, 11, 14, 23, 30, 36, 41, 45, 52, 59, 64, 69, 74, 80, 93, 103, 109, 147, 182, 212, 304, 447, 597, 0, 0, 0, 0, 1, 2, 3, 3, 3, 4, 4, 5, 6, 7, 8, 8, 9, 11, 12, 14, 22, 30, 52, 1, 2, 12, 44, 67, 105, 210, 230, 270, 286, 341, 365, 407, 471, 495, 517, 568, 585, 605, 674, 706, 711, 719
Kansas,20,04/23/20, 2, 4, 5, 6, 9, 11, 12, 13, 15, 16, 17, 19, 22, 24, 25, 28, 30, 34, 43, 75, 156, 253, 322, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 4, 4, 5, 6, 9, 12, 17, 29, 2, 5, 11, 35, 39, 57, 99, 109, 134, 145, 187, 197, 212, 234, 244, 267, 275, 290, 310, 334, 341, 343, 344
Kentucky,21,04/23/20, 4, 6, 9, 17, 24, 27, 35, 42, 51, 54, 64, 72, 88, 100, 107, 125, 152, 194, 242, 322, 355, 464, 489, 0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 6, 6, 7, 8, 9, 12, 13, 15, 21, 27, 31, 33, 40, 7, 15, 43, 94, 128, 175, 273, 353, 421, 443, 511, 550, 599, 655, 686, 731, 761, 786, 819, 898, 916, 926, 930
Louisiana,22,04/23/20, 25, 26, 29, 46, 60, 66, 72, 81, 90, 104, 111, 124, 133, 145, 151, 176, 188, 218, 245, 284, 336, 359, 459, 2, 3, 4, 7, 10, 11, 13, 14, 16, 18, 18, 21, 24, 26, 29, 31, 36, 41, 47, 50, 66, 75, 98, 10, 26, 79, 177, 387, 467, 647, 842, 1068, 1133, 1238, 1323, 1395, 1492, 1633, 1771, 1961, 2105, 2218, 2412, 2488, 2550, 2604
Maine,23,04/23/20, 2, 4, 5, 6, 8, 9, 11, 13, 15, 16, 18, 20, 24, 27, 29, 31, 35, 41, 64, 90, 129, 224, 257, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 5, 5, 6, 7, 8, 15, 19, 28, 1, 7, 14, 30, 47, 64, 93, 123, 139, 144, 182, 198, 209, 244, 271, 295, 315, 327, 341, 385, 393, 395, 399
