target,forecast_date,target_end_date,type,quantile,value,location
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,270.39805382621086,18
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,82.67214250844738,19
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,44.612197012668794,20
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,143.19585495922215,21
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,35.280236449263725,22
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,202.26147671688193,25
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,558.8457237922278,26
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,152.7620938829016,27
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,44.206779974699046,28
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,171.90017438186536,29
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,7.9378868215530805,30
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,37.226655628175074,31
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,51.15126113081529,32
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,49.03556268938214,33
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,183.5488597329264,34
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,87.78726130097293,35
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,499.13431813929213,36
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,111.35532182592421,37
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,10.566507541931083,38
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,98.62405520708292,40
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,49.84795649398026,41
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,544.7648843208835,42
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,34.84160299993331,44
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,69.41863323230713,45
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,23.153969222835787,46
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,134.68759232792172,47
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,360.40317141185875,48
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,42.46340907906004,49
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,7.668533837717117,50
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,88.77514499686724,51
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,66.9717748046312,53
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,49.26893830594894,54
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,150.7107144808186,55
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,26.15976622785842,56
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,0.4285714328289032,66
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,4.245112921062269,69
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,30.14053208127797,72
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,73.22759249886506,01
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,1.2636607438996237,02
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,253.19633749013485,04
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,103.89393533074399,05
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,271.18759974751674,06
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,122.4773041062515,08
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,121.45123458657247,09
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,121.50225715652323,12
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,93.35501310742512,13
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,45.63862613754045,16
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,365.9839604941815,17
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,313.44065389863505,18
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,90.95319779301374,19
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,53.09791906149597,20
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,161.04057220265082,21
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,41.610299298040665,22
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,222.2900050622629,25
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,586.1103968119411,26
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,167.7319456164697,27
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,50.20703279912947,28
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,191.57328999327316,29
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,8.328145562400122,30
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,43.59181010658166,31
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,58.3724743512521,32
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,53.814201228640215,33
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,207.8318099968603,34
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,95.50058893018334,35
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,545.7119817702002,36
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,129.6247972253821,37
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,11.54803657857565,38
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,111.27067450975935,40
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,55.696480040519845,41
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,590.5065458399163,42
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,38.46662329329154,44
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,75.66633837855447,45
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,25.629068122006974,46
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,155.4791708658607,47
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,418.875298819725,48
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,50.013873989920185,49
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,8.820351195372076,50
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,108.93981725631993,51
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,78.8709477235259,53
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,56.72318148784119,54
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,164.9587127171037,55
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,29.043822248614873,56
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,0.6142857074737549,66
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,4.526315638893529,69
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,30.266778145375703,72
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,79.35591054313346,01
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,1.3278615875943387,02
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,263.9208338915833,04
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,113.60022377854018,05
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,324.6584943266963,06
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,129.32517307248764,08
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,129.25083243523122,09
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,132.32768078684745,12
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,97.69157424567369,13
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,48.0588241432394,16
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,390.12145140433745,17
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,338.9143873036449,18
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,98.07602426073299,19
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,56.78460495504131,20
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,174.06987970219666,21
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,43.74338974526415,22
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,237.8718500459503,25
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,638.0300950451798,26
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,182.91466779973103,27
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,53.932357414285185,28
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,206.90827829497184,29
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,8.992683221969711,30
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,46.98833847290794,31
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,63.38949853655101,32
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,57.83614346135113,33
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,220.7703461313775,34
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,99.82338333898535,35
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,582.1537561418535,36
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,140.142333044525,37
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,12.482353100606407,38
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,120.07312350334747,40
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,62.203258123963685,41
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,637.8399069137096,42
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,41.880036436407465,44
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,83.20352596790494,45
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,27.177620046985734,46
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,172.2616352658217,47
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,448.50992990830844,48
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,54.456325183887785,49
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,10.184866491848057,50
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,120.26285893491347,51
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,86.87654346626587,53
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,60.50720798341447,54
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,177.24207758746917,55
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,31.86247721935419,56
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,0.8571428656578064,66
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,5.462584945890638,69
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,37.91427852085617,72
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,85.86552284657925,01
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,1.4450175956058255,02
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,283.1454373636154,04
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,118.0506100736239,05
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,342.4794820737309,06
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,129.36305245852702,08
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,138.19558004853883,09
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,141.48503509736332,12
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,110.03796786583145,13
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,50.894085365051545,16
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,416.2034070737057,17
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,362.17758249548905,18
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,103.64814847788014,19
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,61.823506192360355,20
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,186.893267199023,21
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,47.76122629265676,22
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,248.83985089959947,25
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,667.5190153688894,26
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,194.83696183561364,27
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,58.11974465059392,28
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,221.56935052053262,29
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,9.357142634051172,30
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,50.728905358685005,31
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,67.51267931531929,32
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,59.75459550308754,33
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,240.28203113203108,34
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,105.51001850289192,35
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,619.5048787588426,36
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,150.57380454967867,37
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,13.37299881471479,38
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,128.02100010231467,40
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,67.42317550502287,41
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,648.1147274575411,42
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,42.82425470672239,44
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,90.87394714128838,45
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,28.53243162068233,46
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,185.35869381576578,47
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,480.57248858458917,48
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,58.92441287753008,49
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,11.069460398519073,50
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,130.78904368332047,51
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,93.46188799162341,53
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,64.05079412800922,54
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,187.6797788766783,55
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,33.73233107839314,56
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,1.0544217427571614,66
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,5.568877756595612,69
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,45.060149917029776,72
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,92.67854876914328,01
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,1.5637714368211366,02
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,295.67542108351574,04
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,124.5523141945658,05
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,373.5361929761835,06
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,139.37616567703532,08
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,146.44565591566635,09
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,150.24506470334154,12
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,120.11356784238868,13
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,52.861032568425586,16
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,438.5410484346177,17
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,374.5661398555615,18
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,105.20159590156915,19
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,65.13519445398967,20
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,197.0122439091191,21
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,52.42190788762314,22
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,265.6925249072925,25
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,708.4342187805732,26
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,204.27073833408966,27
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,63.33657641103194,28
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,230.0433627974339,29
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,10.031850988815057,30
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,52.79392087928321,31
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,71.07128802232708,32
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,62.064519595532175,33
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,255.37543936213518,34
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,106.43558500505443,35
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,649.2863914067218,36
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,159.26327693978433,37
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,13.541716162459135,38
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,134.6789135656906,40
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,71.3656231663544,41
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,654.8069918007677,42
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,45.51341537427358,44
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,96.3523263000415,45
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,30.324131538000984,46
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,198.08533790302707,47
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,520.7935393963196,48
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,62.42176830946349,49
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,11.685069417454212,50
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,138.44882878383243,51
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,100.75544853156762,53
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,64.41243221519028,54
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,194.9277258302438,55
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,35.78789938190464,56
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,1.1428571939468384,66
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,5.5714287757873535,69
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,45.5714274270169,72
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,96.22409590492715,01
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,1.6849768955165485,02
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,306.2810713175252,04
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,130.61428571428564,05
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,393.84486771685084,06
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,145.45894634126415,08
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,154.74696285242678,09
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,150.30298039171382,12
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,132.25212835105617,13
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,56.41910297502088,16
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,458.29440823720205,17
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,394.31475975978816,18
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,109.99599766874134,19
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,68.49535588718486,20
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,207.35652917481636,21
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,54.93325649646767,22
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,274.7724064963206,25
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,744.2646745770448,26
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,207.14166564274277,27
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,66.96199414967953,28
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,245.58324172558537,29
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,10.511158728927793,30
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,56.326793686005175,31
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,74.29719551964476,32
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,65.73334253791123,33
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,268.5206286141317,34
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,107.16696522710548,35
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,682.4908393291945,36
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,164.63416365379834,37
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,14.506726772134883,38
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,141.23215707967213,40
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,76.59202117840681,41
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,693.0605267190517,42
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,48.401412151851424,44
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,103.0205925479564,45
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,32.103908514181455,46
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,211.68901187783135,47
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,544.6062900709929,48
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,66.03259927196305,49
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,12.54081507236654,50
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,146.5821587199216,51
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,105.82857142857164,53
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,64.42145643286979,54
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,196.93695575412048,55
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,37.70031963772308,56
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,1.438124215349238,66
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,5.605871043793143,69
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,52.021103657334045,72
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,102.02632703390562,01
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,1.7875439135044706,02
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,318.83043311545487,04
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,139.2669933503024,05
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,408.0246995618265,06
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,149.45245182284634,08
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,162.07415218582523,09
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,150.33652368228744,12
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,143.37781353229207,13
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,59.88205109103636,16
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,473.85707119229625,17
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,408.25220755696677,18
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,114.93049347875363,19
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,72.07729170717306,20
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,215.68216588783002,21
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,59.5848731102165,22
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,292.9164870910603,25
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,756.9186055263317,26
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,215.81671010889661,27
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,73.04666102174808,28
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,257.6291308518009,29
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,11.258875411415294,30
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,59.803880439486065,31
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,78.36433463386862,32
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,67.37507874340241,33
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,293.3659316243538,34
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,113.61207767773413,35
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,709.2291602700691,36
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,171.66195428831108,37
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,15.505679350295438,38
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,147.56666827116047,40
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,81.41413826692754,41
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,730.0271528283691,42
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,50.89040826990828,44
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,107.71097418621198,45
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,33.093142813222286,46
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,216.89999999999992,47
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,557.3441628394645,48
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,70.0058959875463,49
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,13.236234780553131,50
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,153.68009747919356,51
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,112.53101730555827,53
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,65.27074956803817,54
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,206.65490810713374,55
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,39.764027271886164,56
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.45,1.5557299577272856,66
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.45,5.668493349258214,69
