target,forecast_date,target_end_date,type,quantile,location,value
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,41,75.0286128564977
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,42,755.7849616665981
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,44,30.096179476883396
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,45,83.23499457633929
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,46,22.2882066059982
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,47,186.71638468204102
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,48,341.99241217862
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,49,45.083563970275605
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,50,11.4146502899792
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,51,218.058739440494
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,53,110.729536985106
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,54,76.0686790659425
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,55,328.64161539246703
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.3,56,18.6520791852836
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,60,0.0
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,66,0.857142865657806
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,69,4.24101765769434
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,72,28.154950620005398
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,78,1.00000002980232
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,01,85.7424064243381
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,02,13.9366001120999
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,04,399.89833125148806
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,05,98.2063492599563
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,06,442.81293919612494
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,08,190.993379849571
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,09,80.6712847716427
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,10,34.599065257666695
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,11,7.64990407350362
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,12,156.837806397772
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,13,235.07624074550898
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,16,26.1660683529562
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,18,309.722293074969
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,19,121.519209612985
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,20,66.1719625694569
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,21,162.417460310454
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,22,43.6534514399914
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,23,40.186057033587495
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,25,262.385037774577
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,26,652.309856927348
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,27,201.534942398302
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,28,34.974166662276104
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,29,170.49412243516
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,30,30.326735303396696
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,31,51.86220281005011
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,32,84.92107598516449
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,33,45.411151118008
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,35,139.413598595206
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,37,131.122824525681
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,38,19.554109223373803
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,40,128.58074369812098
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,41,78.3818166694802
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,42,782.319341959749
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,44,30.7243242524088
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,45,84.3879539582441
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,46,23.052680080067397
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,47,197.586049645465
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,48,358.519562734304
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,49,46.331206879346
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,50,11.8935115480791
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,51,225.877166124491
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,53,114.701676127157
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,54,79.00683692105841
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,55,344.149361611407
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.35,56,19.9181047982451
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,60,0.0
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,66,0.912241342412446
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,69,5.0315782632024
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,72,32.8461537483411
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,78,1.09299870892516
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,01,88.4119437867071
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,02,15.070408304673
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,04,414.50591852088706
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,05,102.33350563374701
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,06,445.03540400379404
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,08,196.96196494674
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,09,84.04011897474349
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,10,36.5568925075764
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,11,8.25422809966468
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,12,164.204732116388
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,13,240.87085755995602
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,16,27.0594845433636
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,18,318.823159378559
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,19,123.871665017629
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,20,68.1751774153323
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,21,166.162951789696
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,22,45.2718444508537
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,23,41.4697492101315
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,25,268.015919726289
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,26,670.089091810096
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,27,207.535570920543
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,28,36.2886937056822
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,29,175.73715802733003
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,30,31.8597222828867
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,31,54.052099438564206
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,32,85.9001926635063
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,33,47.8787959067178
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,35,146.83798579637102
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,37,134.530709598323
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,38,20.894394041393102
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,40,132.292996463526
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,41,81.303780650486
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,42,807.947716653103
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,44,32.0851928274998
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,45,87.1721811515061
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,46,23.5552829116608
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,47,206.426056785421
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,48,373.28772009424307
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,49,48.2866678384525
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,50,12.561051667645199
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,51,233.479376112416
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,53,117.85453059432301
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,54,83.195677560857
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,55,355.325461688146
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.4,56,21.1415931818298
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,60,0.0
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,66,0.981693194962401
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,69,5.455496364107799
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,72,38.795395617083294
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,78,1.28514226076213
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,01,91.13676349389179
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,02,15.986773038479303
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,04,419.3311076766529
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,05,104.40437842741301
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,06,446.512264669308
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,08,203.888415853517
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,09,86.9780079548604
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,10,37.6661020651511
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,11,9.2330020815279
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,12,167.79518224931
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,13,252.88782260431702
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,16,27.707179835833102
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,18,322.898233844658
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,19,125.807650029825
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,20,69.5797079696559
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,21,171.740365189602
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,22,46.69949162440479
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,23,43.3374177479311
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,25,275.722056818576
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,26,687.435968642137
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,27,211.58913455891602
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,28,37.986942367436
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,29,179.284766997843
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,30,33.2422649252054
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,31,55.140012146644295
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,32,87.7670955164041
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,33,49.697344760118895
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,35,154.625108228454
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,37,138.323478366405
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,38,22.173510519328104
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,40,137.22919334184098
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,41,85.781755576389
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,42,822.641078744122
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,44,32.9316676591501
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,45,89.0607074240697
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,46,24.218134552445303
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,47,209.31749943622
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,48,381.533998899142
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,49,50.5194790078115
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,50,14.0143054127384
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,51,237.320514742244
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,53,121.84716776913
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,54,85.2346904421439
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,55,369.00054830939104
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.45,56,21.911415463222
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,60,0.0
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,66,1.0094796625857
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,69,5.62151910310177
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,72,44.465985434395904
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,78,1.28571432828903
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,01,93.6693251340004
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,02,16.4663181630219
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,04,423.614160284609
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,05,108.294771253353
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,06,446.93042352532797
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,08,207.61308153692798
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,09,90.63869578886141
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,10,38.967559522475604
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,11,10.125229283689901
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,12,175.249098395631
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,13,259.183880953723
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,16,28.5209195491287
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,18,328.775892874399
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,19,127.961325364554
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,20,73.8421869422903
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,21,176.193746490195
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,22,48.606990144425794
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,23,45.2789219407392
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,25,278.67618830401904
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,26,701.7953118976691
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,27,217.319869634532
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,28,39.6733883124172
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,29,185.236549493506
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,30,34.6387033506525
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,31,56.7784418936121
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,32,89.05748054160141
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,33,50.8950263793176
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,35,162.028231125438
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,37,143.016752295493
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,38,23.1479252447783
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,40,142.018022141602
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,41,87.2983096477178
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,42,841.56214367959
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,44,34.5755636315387
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,45,92.16815691347941
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,46,25.3209692430651
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,47,213.715303095081
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,48,401.130008489491
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,49,53.176746324136296
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,50,14.71799969185
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,51,245.949038316182
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,53,125.22411632427601
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,54,88.03541512284251
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,55,385.214963479758
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.5,56,23.7280903453336
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,60,0.0
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,66,1.08256033413825
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,69,5.72839344675254
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,72,50.152255894845
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,78,1.46853232303997
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,01,95.7270180600929
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,02,17.2978593733229
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,04,430.338874354987
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,05,110.319937170163
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,06,453.725525438628
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,08,212.63600921341498
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,09,92.7832141411466
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,10,41.5166346351055
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,11,10.815662358266803
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,12,183.867473127203
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,13,268.755419541945
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,16,29.4626691191621
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,18,339.618927170565
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,19,131.11846888531798
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,20,77.08047315146291
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,21,184.232751765953
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,22,49.91841850472299
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,23,47.765725909114295
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,25,282.55343300352797
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,26,706.516102032491
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,27,222.524906849249
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,28,41.485733157677004
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,29,189.926790296051
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,30,36.8722020769572
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,31,59.553747050297495
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,32,91.5092453456135
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,33,51.818987372234496
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,35,165.792096498361
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,37,146.284515955954
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,38,23.459719038815102
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,40,147.34613631267402
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,41,90.27529598266241
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,42,863.0882856853799
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,44,36.26252417098151
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,45,92.4324783904646
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,46,25.8965572099126
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,47,221.605906814082
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,48,413.326472224748
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,49,53.8584238947245
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,50,15.307975185874698
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,51,254.35275774995
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,53,128.234821524497
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,54,89.44983281468359
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,55,393.914007276285
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.55,56,24.939424132683
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,60,0.0
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,66,1.13433442360866
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,69,5.85702886093339
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,72,54.801320220242005
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,78,1.5
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,01,97.64557456651909
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,02,18.5571047692664
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,04,436.94120312012
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,05,112.925442197527
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,06,480.044323014296
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,08,219.981312473369
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,09,98.9342897926821
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,10,42.0309273035742
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,11,11.6350352789237
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,12,189.57021396182998
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,13,275.667121599972
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,16,30.387766621353197
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,18,361.145361820792
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,19,136.44837431545798
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,20,81.9801498388692
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,21,191.129051088982
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,22,52.1795010255435
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,23,48.828490056238095
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,25,293.433710015802
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,26,730.353121078302
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,27,226.34016297431
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,28,44.182457672965604
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,29,195.533136905632
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,30,38.888223711308605
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,31,61.596603861630896
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,32,95.8440295028614
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,33,52.856555921672296
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,35,172.578829128107
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,37,147.535297725359
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,38,24.5551342207478
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,40,152.975728892
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,41,92.4927918804462
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,42,868.695092598423
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,44,37.5905323575776
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,45,93.2627451934279
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,46,27.154197077495102
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,47,229.809069923443
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,48,427.336409893436
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,49,55.47673278393471
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,50,15.9039237107632
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,51,263.455410720854
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,53,130.95400473397498
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,54,93.1053022102429
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,55,401.70120024532304
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.6,56,26.0655692663935
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,60,0.0
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,66,1.26128374864916
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,69,6.46550326746006
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,72,56.309970289628104
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,78,1.85177293709528
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,01,101.95868042382901
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,02,20.0246258230513
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,04,458.44106281971494
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,05,115.68939994851499
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,06,488.986658378039
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,08,224.82655534231097
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,09,102.799043013342
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,10,42.947254166179206
2 wk ahead inc death,2021-12-26,2022-01-08,quantile,0.65,11,11.954063472137001
