target,location,forecast_date,target_end_date,type,quantile,value
2 wk ahead inc case,11,2022-01-16,2022-01-29,quantile,0.975,29534.0595703125
2 wk ahead inc case,12,2022-01-16,2022-01-29,quantile,0.975,736518.25
2 wk ahead inc case,13,2022-01-16,2022-01-29,quantile,0.975,368077.69140625
2 wk ahead inc case,15,2022-01-16,2022-01-29,quantile,0.975,63940.91317814234
2 wk ahead inc case,16,2022-01-16,2022-01-29,quantile,0.975,54648.487955729164
2 wk ahead inc case,17,2022-01-16,2022-01-29,quantile,0.975,370146.19444444444
2 wk ahead inc case,20,2022-01-16,2022-01-29,quantile,0.975,118979.140625
2 wk ahead inc case,21,2022-01-16,2022-01-29,quantile,0.975,99644.80078125
2 wk ahead inc case,22,2022-01-16,2022-01-29,quantile,0.975,134095.8094316969
2 wk ahead inc case,24,2022-01-16,2022-01-29,quantile,0.975,100790.04947916667
2 wk ahead inc case,26,2022-01-16,2022-01-29,quantile,0.975,185627.76475817777
2 wk ahead inc case,27,2022-01-16,2022-01-29,quantile,0.975,134783.25545936823
2 wk ahead inc case,28,2022-01-16,2022-01-29,quantile,0.975,89993.88950892857
2 wk ahead inc case,29,2022-01-16,2022-01-29,quantile,0.975,134178.671875
2 wk ahead inc case,30,2022-01-16,2022-01-29,quantile,0.975,29347.88794590299
2 wk ahead inc case,32,2022-01-16,2022-01-29,quantile,0.975,99487.1005859375
2 wk ahead inc case,35,2022-01-16,2022-01-29,quantile,0.975,84372.41015625
2 wk ahead inc case,37,2022-01-16,2022-01-29,quantile,0.975,448948.15208333335
2 wk ahead inc case,38,2022-01-16,2022-01-29,quantile,0.975,54635.016845703125
2 wk ahead inc case,39,2022-01-16,2022-01-29,quantile,0.975,370186.953125
2 wk ahead inc case,42,2022-01-16,2022-01-29,quantile,0.975,367007.7760416667
2 wk ahead inc case,44,2022-01-16,2022-01-29,quantile,0.975,67835.921875
2 wk ahead inc case,45,2022-01-16,2022-01-29,quantile,0.975,182026.390625
2 wk ahead inc case,46,2022-01-16,2022-01-29,quantile,0.975,32803.78125
2 wk ahead inc case,47,2022-01-16,2022-01-29,quantile,0.975,120040.7783405506
2 wk ahead inc case,48,2022-01-16,2022-01-29,quantile,0.975,736518.25
2 wk ahead inc case,51,2022-01-16,2022-01-29,quantile,0.975,190072.8638906479
2 wk ahead inc case,54,2022-01-16,2022-01-29,quantile,0.975,63936.546224517624
2 wk ahead inc case,55,2022-01-16,2022-01-29,quantile,0.975,181230.45982142858
2 wk ahead inc case,56,2022-01-16,2022-01-29,quantile,0.975,26759.3310546875
1 wk ahead inc death,60,2022-01-16,2022-01-22,point,,0.0
1 wk ahead inc death,69,2022-01-16,2022-01-22,point,,4.0
1 wk ahead inc death,72,2022-01-16,2022-01-22,point,,80.0
1 wk ahead inc death,01,2022-01-16,2022-01-22,point,,164.0
1 wk ahead inc death,02,2022-01-16,2022-01-22,point,,10.0
1 wk ahead inc death,04,2022-01-16,2022-01-22,point,,486.0
1 wk ahead inc death,05,2022-01-16,2022-01-22,point,,154.0
1 wk ahead inc death,06,2022-01-16,2022-01-22,point,,906.0
1 wk ahead inc death,08,2022-01-16,2022-01-22,point,,214.0
1 wk ahead inc death,12,2022-01-16,2022-01-22,point,,99.0
1 wk ahead inc death,13,2022-01-16,2022-01-22,point,,410.0
1 wk ahead inc death,16,2022-01-16,2022-01-22,point,,66.0
1 wk ahead inc death,17,2022-01-16,2022-01-22,point,,833.0
1 wk ahead inc death,20,2022-01-16,2022-01-22,point,,72.0
1 wk ahead inc death,21,2022-01-16,2022-01-22,point,,194.0
1 wk ahead inc death,22,2022-01-16,2022-01-22,point,,126.0
1 wk ahead inc death,26,2022-01-16,2022-01-22,point,,789.0
1 wk ahead inc death,27,2022-01-16,2022-01-22,point,,245.0
1 wk ahead inc death,28,2022-01-16,2022-01-22,point,,123.0
1 wk ahead inc death,29,2022-01-16,2022-01-22,point,,378.0
1 wk ahead inc death,30,2022-01-16,2022-01-22,point,,38.0
1 wk ahead inc death,32,2022-01-16,2022-01-22,point,,138.0
1 wk ahead inc death,33,2022-01-16,2022-01-22,point,,60.0
1 wk ahead inc death,35,2022-01-16,2022-01-22,point,,170.0
1 wk ahead inc death,37,2022-01-16,2022-01-22,point,,354.0
1 wk ahead inc death,38,2022-01-16,2022-01-22,point,,28.0
1 wk ahead inc death,42,2022-01-16,2022-01-22,point,,1072.0
1 wk ahead inc death,44,2022-01-16,2022-01-22,point,,76.0
1 wk ahead inc death,45,2022-01-16,2022-01-22,point,,198.0
1 wk ahead inc death,46,2022-01-16,2022-01-22,point,,45.0
1 wk ahead inc death,47,2022-01-16,2022-01-22,point,,190.0
1 wk ahead inc death,48,2022-01-16,2022-01-22,point,,834.0
1 wk ahead inc death,51,2022-01-16,2022-01-22,point,,149.0
1 wk ahead inc death,54,2022-01-16,2022-01-22,point,,122.0
1 wk ahead inc death,55,2022-01-16,2022-01-22,point,,300.0
1 wk ahead inc death,56,2022-01-16,2022-01-22,point,,30.0
2 wk ahead inc death,60,2022-01-16,2022-01-29,point,,0.0
2 wk ahead inc death,69,2022-01-16,2022-01-29,point,,3.0
2 wk ahead inc death,72,2022-01-16,2022-01-29,point,,80.0
2 wk ahead inc death,01,2022-01-16,2022-01-29,point,,184.0
2 wk ahead inc death,02,2022-01-16,2022-01-29,point,,26.0
2 wk ahead inc death,04,2022-01-16,2022-01-29,point,,510.0
2 wk ahead inc death,05,2022-01-16,2022-01-29,point,,202.0
2 wk ahead inc death,06,2022-01-16,2022-01-29,point,,1184.0
2 wk ahead inc death,08,2022-01-16,2022-01-29,point,,263.0
2 wk ahead inc death,12,2022-01-16,2022-01-29,point,,122.0
2 wk ahead inc death,13,2022-01-16,2022-01-29,point,,506.0
2 wk ahead inc death,16,2022-01-16,2022-01-29,point,,85.0
2 wk ahead inc death,17,2022-01-16,2022-01-29,point,,1044.0
2 wk ahead inc death,20,2022-01-16,2022-01-29,point,,97.0
2 wk ahead inc death,21,2022-01-16,2022-01-29,point,,218.0
2 wk ahead inc death,22,2022-01-16,2022-01-29,point,,162.0
2 wk ahead inc death,26,2022-01-16,2022-01-29,point,,926.0
2 wk ahead inc death,27,2022-01-16,2022-01-29,point,,267.0
2 wk ahead inc death,28,2022-01-16,2022-01-29,point,,162.0
2 wk ahead inc death,29,2022-01-16,2022-01-29,point,,446.0
2 wk ahead inc death,30,2022-01-16,2022-01-29,point,,48.0
2 wk ahead inc death,32,2022-01-16,2022-01-29,point,,172.0
2 wk ahead inc death,33,2022-01-16,2022-01-29,point,,83.0
2 wk ahead inc death,35,2022-01-16,2022-01-29,point,,196.0
2 wk ahead inc death,37,2022-01-16,2022-01-29,point,,502.0
2 wk ahead inc death,38,2022-01-16,2022-01-29,point,,40.0
2 wk ahead inc death,42,2022-01-16,2022-01-29,point,,1354.0
2 wk ahead inc death,44,2022-01-16,2022-01-29,point,,98.0
2 wk ahead inc death,45,2022-01-16,2022-01-29,point,,284.0
2 wk ahead inc death,46,2022-01-16,2022-01-29,point,,64.0
2 wk ahead inc death,47,2022-01-16,2022-01-29,point,,204.0
2 wk ahead inc death,48,2022-01-16,2022-01-29,point,,1072.0
2 wk ahead inc death,51,2022-01-16,2022-01-29,point,,183.0
2 wk ahead inc death,54,2022-01-16,2022-01-29,point,,136.0
2 wk ahead inc death,55,2022-01-16,2022-01-29,point,,357.0
2 wk ahead inc death,56,2022-01-16,2022-01-29,point,,50.0
3 wk ahead inc death,60,2022-01-16,2022-02-05,point,,0.0
3 wk ahead inc death,69,2022-01-16,2022-02-05,point,,4.0
3 wk ahead inc death,72,2022-01-16,2022-02-05,point,,80.0
3 wk ahead inc death,01,2022-01-16,2022-02-05,point,,258.0
3 wk ahead inc death,02,2022-01-16,2022-02-05,point,,40.0
3 wk ahead inc death,04,2022-01-16,2022-02-05,point,,655.0
3 wk ahead inc death,05,2022-01-16,2022-02-05,point,,240.0
3 wk ahead inc death,06,2022-01-16,2022-02-05,point,,1625.0
3 wk ahead inc death,08,2022-01-16,2022-02-05,point,,326.0
3 wk ahead inc death,12,2022-01-16,2022-02-05,point,,238.0
3 wk ahead inc death,13,2022-01-16,2022-02-05,point,,678.0
3 wk ahead inc death,16,2022-01-16,2022-02-05,point,,107.0
3 wk ahead inc death,17,2022-01-16,2022-02-05,point,,1332.0
3 wk ahead inc death,20,2022-01-16,2022-02-05,point,,114.0
3 wk ahead inc death,21,2022-01-16,2022-02-05,point,,266.0
3 wk ahead inc death,22,2022-01-16,2022-02-05,point,,218.0
3 wk ahead inc death,26,2022-01-16,2022-02-05,point,,1002.0
3 wk ahead inc death,27,2022-01-16,2022-02-05,point,,328.0
3 wk ahead inc death,28,2022-01-16,2022-02-05,point,,210.0
3 wk ahead inc death,29,2022-01-16,2022-02-05,point,,549.0
3 wk ahead inc death,30,2022-01-16,2022-02-05,point,,68.0
3 wk ahead inc death,32,2022-01-16,2022-02-05,point,,218.0
3 wk ahead inc death,33,2022-01-16,2022-02-05,point,,88.0
3 wk ahead inc death,35,2022-01-16,2022-02-05,point,,244.0
3 wk ahead inc death,37,2022-01-16,2022-02-05,point,,710.0
3 wk ahead inc death,38,2022-01-16,2022-02-05,point,,50.0
3 wk ahead inc death,42,2022-01-16,2022-02-05,point,,1528.0
3 wk ahead inc death,44,2022-01-16,2022-02-05,point,,127.0
3 wk ahead inc death,45,2022-01-16,2022-02-05,point,,368.0
3 wk ahead inc death,46,2022-01-16,2022-02-05,point,,81.0
3 wk ahead inc death,47,2022-01-16,2022-02-05,point,,210.0
3 wk ahead inc death,48,2022-01-16,2022-02-05,point,,1315.0
3 wk ahead inc death,51,2022-01-16,2022-02-05,point,,221.0
3 wk ahead inc death,54,2022-01-16,2022-02-05,point,,159.0
3 wk ahead inc death,55,2022-01-16,2022-02-05,point,,430.0
3 wk ahead inc death,56,2022-01-16,2022-02-05,point,,66.0
4 wk ahead inc death,60,2022-01-16,2022-02-12,point,,0.0
4 wk ahead inc death,69,2022-01-16,2022-02-12,point,,4.0
4 wk ahead inc death,72,2022-01-16,2022-02-12,point,,76.0
4 wk ahead inc death,01,2022-01-16,2022-02-12,point,,326.0
4 wk ahead inc death,02,2022-01-16,2022-02-12,point,,52.0
4 wk ahead inc death,04,2022-01-16,2022-02-12,point,,774.0
4 wk ahead inc death,05,2022-01-16,2022-02-12,point,,292.0
4 wk ahead inc death,06,2022-01-16,2022-02-12,point,,2272.0
4 wk ahead inc death,08,2022-01-16,2022-02-12,point,,415.0
4 wk ahead inc death,12,2022-01-16,2022-02-12,point,,286.0
4 wk ahead inc death,13,2022-01-16,2022-02-12,point,,840.0
4 wk ahead inc death,16,2022-01-16,2022-02-12,point,,128.0
4 wk ahead inc death,17,2022-01-16,2022-02-12,point,,1616.0
4 wk ahead inc death,20,2022-01-16,2022-02-12,point,,145.0
4 wk ahead inc death,21,2022-01-16,2022-02-12,point,,332.0
4 wk ahead inc death,22,2022-01-16,2022-02-12,point,,293.0
4 wk ahead inc death,26,2022-01-16,2022-02-12,point,,1116.0
4 wk ahead inc death,27,2022-01-16,2022-02-12,point,,394.0
4 wk ahead inc death,28,2022-01-16,2022-02-12,point,,285.0
4 wk ahead inc death,29,2022-01-16,2022-02-12,point,,632.0
4 wk ahead inc death,30,2022-01-16,2022-02-12,point,,80.0
4 wk ahead inc death,32,2022-01-16,2022-02-12,point,,284.0
4 wk ahead inc death,33,2022-01-16,2022-02-12,point,,115.0
4 wk ahead inc death,35,2022-01-16,2022-02-12,point,,298.0
4 wk ahead inc death,37,2022-01-16,2022-02-12,point,,1013.0
4 wk ahead inc death,38,2022-01-16,2022-02-12,point,,65.0
4 wk ahead inc death,42,2022-01-16,2022-02-12,point,,1813.0
4 wk ahead inc death,44,2022-01-16,2022-02-12,point,,162.0
4 wk ahead inc death,45,2022-01-16,2022-02-12,point,,490.0
4 wk ahead inc death,46,2022-01-16,2022-02-12,point,,96.0
4 wk ahead inc death,47,2022-01-16,2022-02-12,point,,236.0
4 wk ahead inc death,48,2022-01-16,2022-02-12,point,,1632.0
4 wk ahead inc death,51,2022-01-16,2022-02-12,point,,264.0
4 wk ahead inc death,54,2022-01-16,2022-02-12,point,,195.0
4 wk ahead inc death,55,2022-01-16,2022-02-12,point,,505.0
4 wk ahead inc death,56,2022-01-16,2022-02-12,point,,82.0
1 wk ahead cum death,01,2022-01-16,2022-01-22,point,,16805.0
2 wk ahead cum death,01,2022-01-16,2022-01-29,point,,16990.0
3 wk ahead cum death,01,2022-01-16,2022-02-05,point,,17248.0
4 wk ahead cum death,01,2022-01-16,2022-02-12,point,,17573.0
1 wk ahead cum death,02,2022-01-16,2022-01-22,point,,998.0
2 wk ahead cum death,02,2022-01-16,2022-01-29,point,,1023.0
3 wk ahead cum death,02,2022-01-16,2022-02-05,point,,1062.0
4 wk ahead cum death,02,2022-01-16,2022-02-12,point,,1114.0
1 wk ahead cum death,04,2022-01-16,2022-01-22,point,,25554.0
2 wk ahead cum death,04,2022-01-16,2022-01-29,point,,26063.0
3 wk ahead cum death,04,2022-01-16,2022-02-05,point,,26718.0
4 wk ahead cum death,04,2022-01-16,2022-02-12,point,,27492.0
1 wk ahead cum death,05,2022-01-16,2022-01-22,point,,9584.0
2 wk ahead cum death,05,2022-01-16,2022-01-29,point,,9786.0
3 wk ahead cum death,05,2022-01-16,2022-02-05,point,,10026.0
4 wk ahead cum death,05,2022-01-16,2022-02-12,point,,10318.0
1 wk ahead cum death,06,2022-01-16,2022-01-22,point,,78628.0
2 wk ahead cum death,06,2022-01-16,2022-01-29,point,,79813.0
3 wk ahead cum death,06,2022-01-16,2022-02-05,point,,81438.0
4 wk ahead cum death,06,2022-01-16,2022-02-12,point,,83710.0
1 wk ahead cum death,08,2022-01-16,2022-01-22,point,,10830.0
2 wk ahead cum death,08,2022-01-16,2022-01-29,point,,11094.0
3 wk ahead cum death,08,2022-01-16,2022-02-05,point,,11420.0
4 wk ahead cum death,08,2022-01-16,2022-02-12,point,,11834.0
1 wk ahead cum death,12,2022-01-16,2022-01-22,point,,62603.0
2 wk ahead cum death,12,2022-01-16,2022-01-29,point,,62724.0
3 wk ahead cum death,12,2022-01-16,2022-02-05,point,,62962.0
4 wk ahead cum death,12,2022-01-16,2022-02-12,point,,63248.0
1 wk ahead cum death,13,2022-01-16,2022-01-22,point,,32338.0
2 wk ahead cum death,13,2022-01-16,2022-01-29,point,,32844.0
3 wk ahead cum death,13,2022-01-16,2022-02-05,point,,33522.0
4 wk ahead cum death,13,2022-01-16,2022-02-12,point,,34362.0
1 wk ahead cum death,16,2022-01-16,2022-01-22,point,,4340.0
2 wk ahead cum death,16,2022-01-16,2022-01-29,point,,4426.0
3 wk ahead cum death,16,2022-01-16,2022-02-05,point,,4532.0
4 wk ahead cum death,16,2022-01-16,2022-02-12,point,,4660.0
1 wk ahead cum death,17,2022-01-16,2022-01-22,point,,32365.0
2 wk ahead cum death,17,2022-01-16,2022-01-29,point,,33409.0
3 wk ahead cum death,17,2022-01-16,2022-02-05,point,,34742.0
4 wk ahead cum death,17,2022-01-16,2022-02-12,point,,36358.0
1 wk ahead cum death,20,2022-01-16,2022-01-22,point,,7236.0
2 wk ahead cum death,20,2022-01-16,2022-01-29,point,,7332.0
3 wk ahead cum death,20,2022-01-16,2022-02-05,point,,7446.0
4 wk ahead cum death,20,2022-01-16,2022-02-12,point,,7592.0
1 wk ahead cum death,21,2022-01-16,2022-01-22,point,,12712.0
2 wk ahead cum death,21,2022-01-16,2022-01-29,point,,12930.0
3 wk ahead cum death,21,2022-01-16,2022-02-05,point,,13196.0
4 wk ahead cum death,21,2022-01-16,2022-02-12,point,,13529.0
1 wk ahead cum death,22,2022-01-16,2022-01-22,point,,15263.0
2 wk ahead cum death,22,2022-01-16,2022-01-29,point,,15425.0
3 wk ahead cum death,22,2022-01-16,2022-02-05,point,,15643.0
4 wk ahead cum death,22,2022-01-16,2022-02-12,point,,15936.0
1 wk ahead cum death,26,2022-01-16,2022-01-22,point,,31498.0
2 wk ahead cum death,26,2022-01-16,2022-01-29,point,,32424.0
3 wk ahead cum death,26,2022-01-16,2022-02-05,point,,33425.0
4 wk ahead cum death,26,2022-01-16,2022-02-12,point,,34541.0
1 wk ahead cum death,27,2022-01-16,2022-01-22,point,,11356.0
2 wk ahead cum death,27,2022-01-16,2022-01-29,point,,11623.0
3 wk ahead cum death,27,2022-01-16,2022-02-05,point,,11952.0
4 wk ahead cum death,27,2022-01-16,2022-02-12,point,,12346.0
1 wk ahead cum death,28,2022-01-16,2022-01-22,point,,10748.0
2 wk ahead cum death,28,2022-01-16,2022-01-29,point,,10910.0
3 wk ahead cum death,28,2022-01-16,2022-02-05,point,,11120.0
4 wk ahead cum death,28,2022-01-16,2022-02-12,point,,11405.0
1 wk ahead cum death,29,2022-01-16,2022-01-22,point,,17201.0
2 wk ahead cum death,29,2022-01-16,2022-01-29,point,,17648.0
3 wk ahead cum death,29,2022-01-16,2022-02-05,point,,18196.0
4 wk ahead cum death,29,2022-01-16,2022-02-12,point,,18829.0
1 wk ahead cum death,30,2022-01-16,2022-01-22,point,,2982.0
2 wk ahead cum death,30,2022-01-16,2022-01-29,point,,3030.0
3 wk ahead cum death,30,2022-01-16,2022-02-05,point,,3098.0
4 wk ahead cum death,30,2022-01-16,2022-02-12,point,,3178.0
1 wk ahead cum death,32,2022-01-16,2022-01-22,point,,8764.0
2 wk ahead cum death,32,2022-01-16,2022-01-29,point,,8936.0
3 wk ahead cum death,32,2022-01-16,2022-02-05,point,,9154.0
4 wk ahead cum death,32,2022-01-16,2022-02-12,point,,9438.0
1 wk ahead cum death,33,2022-01-16,2022-01-22,point,,2140.0
2 wk ahead cum death,33,2022-01-16,2022-01-29,point,,2222.0
3 wk ahead cum death,33,2022-01-16,2022-02-05,point,,2310.0
4 wk ahead cum death,33,2022-01-16,2022-02-12,point,,2426.0
1 wk ahead cum death,35,2022-01-16,2022-01-22,point,,6314.0
2 wk ahead cum death,35,2022-01-16,2022-01-29,point,,6511.0
3 wk ahead cum death,35,2022-01-16,2022-02-05,point,,6756.0
4 wk ahead cum death,35,2022-01-16,2022-02-12,point,,7054.0
1 wk ahead cum death,37,2022-01-16,2022-01-22,point,,20257.0
2 wk ahead cum death,37,2022-01-16,2022-01-29,point,,20760.0
3 wk ahead cum death,37,2022-01-16,2022-02-05,point,,21470.0
4 wk ahead cum death,37,2022-01-16,2022-02-12,point,,22483.0
1 wk ahead cum death,38,2022-01-16,2022-01-22,point,,2120.0
2 wk ahead cum death,38,2022-01-16,2022-01-29,point,,2160.0
3 wk ahead cum death,38,2022-01-16,2022-02-05,point,,2210.0
4 wk ahead cum death,38,2022-01-16,2022-02-12,point,,2274.0
1 wk ahead cum death,42,2022-01-16,2022-01-22,point,,39684.0
2 wk ahead cum death,42,2022-01-16,2022-01-29,point,,41038.0
3 wk ahead cum death,42,2022-01-16,2022-02-05,point,,42566.0
4 wk ahead cum death,42,2022-01-16,2022-02-12,point,,44379.0
1 wk ahead cum death,44,2022-01-16,2022-01-22,point,,3250.0
2 wk ahead cum death,44,2022-01-16,2022-01-29,point,,3348.0
3 wk ahead cum death,44,2022-01-16,2022-02-05,point,,3476.0
4 wk ahead cum death,44,2022-01-16,2022-02-12,point,,3638.0
1 wk ahead cum death,45,2022-01-16,2022-01-22,point,,15112.0
2 wk ahead cum death,45,2022-01-16,2022-01-29,point,,15396.0
3 wk ahead cum death,45,2022-01-16,2022-02-05,point,,15764.0
4 wk ahead cum death,45,2022-01-16,2022-02-12,point,,16254.0
1 wk ahead cum death,46,2022-01-16,2022-01-22,point,,2604.0
2 wk ahead cum death,46,2022-01-16,2022-01-29,point,,2668.0
3 wk ahead cum death,46,2022-01-16,2022-02-05,point,,2748.0
4 wk ahead cum death,46,2022-01-16,2022-02-12,point,,2844.0
1 wk ahead cum death,47,2022-01-16,2022-01-22,point,,21310.0
2 wk ahead cum death,47,2022-01-16,2022-01-29,point,,21515.0
3 wk ahead cum death,47,2022-01-16,2022-02-05,point,,21724.0
4 wk ahead cum death,47,2022-01-16,2022-02-12,point,,21960.0
1 wk ahead cum death,48,2022-01-16,2022-01-22,point,,77918.0
2 wk ahead cum death,48,2022-01-16,2022-01-29,point,,78991.0
3 wk ahead cum death,48,2022-01-16,2022-02-05,point,,80306.0
4 wk ahead cum death,48,2022-01-16,2022-02-12,point,,81938.0
1 wk ahead cum death,51,2022-01-16,2022-01-22,point,,15952.0
2 wk ahead cum death,51,2022-01-16,2022-01-29,point,,16135.0
3 wk ahead cum death,51,2022-01-16,2022-02-05,point,,16356.0
4 wk ahead cum death,51,2022-01-16,2022-02-12,point,,16620.0
1 wk ahead cum death,54,2022-01-16,2022-01-22,point,,5638.0
2 wk ahead cum death,54,2022-01-16,2022-01-29,point,,5774.0
3 wk ahead cum death,54,2022-01-16,2022-02-05,point,,5932.0
4 wk ahead cum death,54,2022-01-16,2022-02-12,point,,6128.0
1 wk ahead cum death,55,2022-01-16,2022-01-22,point,,11950.0
2 wk ahead cum death,55,2022-01-16,2022-01-29,point,,12306.0
3 wk ahead cum death,55,2022-01-16,2022-02-05,point,,12736.0
4 wk ahead cum death,55,2022-01-16,2022-02-12,point,,13241.0
1 wk ahead cum death,56,2022-01-16,2022-01-22,point,,1618.0
2 wk ahead cum death,56,2022-01-16,2022-01-29,point,,1669.0
3 wk ahead cum death,56,2022-01-16,2022-02-05,point,,1735.0
4 wk ahead cum death,56,2022-01-16,2022-02-12,point,,1818.0
1 wk ahead cum death,60,2022-01-16,2022-01-22,point,,0.0
2 wk ahead cum death,60,2022-01-16,2022-01-29,point,,0.0
3 wk ahead cum death,60,2022-01-16,2022-02-05,point,,0.0
4 wk ahead cum death,60,2022-01-16,2022-02-12,point,,0.0
1 wk ahead cum death,69,2022-01-16,2022-01-22,point,,25.0
2 wk ahead cum death,69,2022-01-16,2022-01-29,point,,28.0
3 wk ahead cum death,69,2022-01-16,2022-02-05,point,,32.0
4 wk ahead cum death,69,2022-01-16,2022-02-12,point,,36.0
1 wk ahead cum death,72,2022-01-16,2022-01-22,point,,3573.0
2 wk ahead cum death,72,2022-01-16,2022-01-29,point,,3652.0
3 wk ahead cum death,72,2022-01-16,2022-02-05,point,,3732.0
4 wk ahead cum death,72,2022-01-16,2022-02-12,point,,3808.0
1 wk ahead inc death,60,2022-01-16,2022-01-22,quantile,0.01,0.0
1 wk ahead inc death,69,2022-01-16,2022-01-22,quantile,0.01,1.1948052048683167
1 wk ahead inc death,72,2022-01-16,2022-01-22,quantile,0.01,45.48417106797652
1 wk ahead inc death,01,2022-01-16,2022-01-22,quantile,0.01,69.39039643140435
1 wk ahead inc death,02,2022-01-16,2022-01-22,quantile,0.01,1.1813852908936404
1 wk ahead inc death,04,2022-01-16,2022-01-22,quantile,0.01,210.52110000427814
1 wk ahead inc death,05,2022-01-16,2022-01-22,quantile,0.01,55.58719103545178
1 wk ahead inc death,06,2022-01-16,2022-01-22,quantile,0.01,272.820829237051
1 wk ahead inc death,08,2022-01-16,2022-01-22,quantile,0.01,91.51407097251393
1 wk ahead inc death,12,2022-01-16,2022-01-22,quantile,0.01,5.5533334233544265
1 wk ahead inc death,13,2022-01-16,2022-01-22,quantile,0.01,131.82467227132855
1 wk ahead inc death,16,2022-01-16,2022-01-22,quantile,0.01,18.28931941267409
1 wk ahead inc death,17,2022-01-16,2022-01-22,quantile,0.01,402.2881900859446
1 wk ahead inc death,20,2022-01-16,2022-01-22,quantile,0.01,39.422889880420556
1 wk ahead inc death,21,2022-01-16,2022-01-22,quantile,0.01,82.26783944995361
1 wk ahead inc death,22,2022-01-16,2022-01-22,quantile,0.01,56.851478453578316
1 wk ahead inc death,26,2022-01-16,2022-01-22,quantile,0.01,381.9867929177284
1 wk ahead inc death,27,2022-01-16,2022-01-22,quantile,0.01,117.64830529121312
1 wk ahead inc death,28,2022-01-16,2022-01-22,quantile,0.01,62.388124990048254
1 wk ahead inc death,29,2022-01-16,2022-01-22,quantile,0.01,112.51049638724544
1 wk ahead inc death,30,2022-01-16,2022-01-22,quantile,0.01,4.802597381325074
1 wk ahead inc death,32,2022-01-16,2022-01-22,quantile,0.01,64.87239546962188
1 wk ahead inc death,33,2022-01-16,2022-01-22,quantile,0.01,13.82711038961045
1 wk ahead inc death,35,2022-01-16,2022-01-22,quantile,0.01,66.20272508985263
1 wk ahead inc death,37,2022-01-16,2022-01-22,quantile,0.01,80.47535444297952
1 wk ahead inc death,38,2022-01-16,2022-01-22,quantile,0.01,3.0807356606056304
1 wk ahead inc death,42,2022-01-16,2022-01-22,quantile,0.01,477.84666004372036
1 wk ahead inc death,44,2022-01-16,2022-01-22,quantile,0.01,30.5194806141064
1 wk ahead inc death,45,2022-01-16,2022-01-22,quantile,0.01,77.68712790686935
1 wk ahead inc death,46,2022-01-16,2022-01-22,quantile,0.01,20.18096685051183
1 wk ahead inc death,47,2022-01-16,2022-01-22,quantile,0.01,35.88220575367269
1 wk ahead inc death,48,2022-01-16,2022-01-22,quantile,0.01,291.1416928036721
1 wk ahead inc death,51,2022-01-16,2022-01-22,quantile,0.01,44.221618288575144
1 wk ahead inc death,54,2022-01-16,2022-01-22,quantile,0.01,44.83999097714738
1 wk ahead inc death,55,2022-01-16,2022-01-22,quantile,0.01,117.26097780125593
1 wk ahead inc death,56,2022-01-16,2022-01-22,quantile,0.01,6.644848145385993
1 wk ahead inc death,60,2022-01-16,2022-01-22,quantile,0.025,0.0
1 wk ahead inc death,69,2022-01-16,2022-01-22,quantile,0.025,1.4166030147496391
1 wk ahead inc death,72,2022-01-16,2022-01-22,quantile,0.025,49.90528481374474
1 wk ahead inc death,01,2022-01-16,2022-01-22,quantile,0.025,81.14757969781814
1 wk ahead inc death,02,2022-01-16,2022-01-22,quantile,0.025,1.7430736246434115
1 wk ahead inc death,04,2022-01-16,2022-01-22,quantile,0.025,248.87016576459857
1 wk ahead inc death,05,2022-01-16,2022-01-22,quantile,0.025,68.16861763139075
1 wk ahead inc death,06,2022-01-16,2022-01-22,quantile,0.025,319.4993921208718
1 wk ahead inc death,08,2022-01-16,2022-01-22,quantile,0.025,111.99168202492578
1 wk ahead inc death,12,2022-01-16,2022-01-22,quantile,0.025,14.644242785193672
1 wk ahead inc death,13,2022-01-16,2022-01-22,quantile,0.025,160.50443901836226
1 wk ahead inc death,16,2022-01-16,2022-01-22,quantile,0.025,29.15577499682027
1 wk ahead inc death,17,2022-01-16,2022-01-22,quantile,0.025,452.6232440690252
1 wk ahead inc death,20,2022-01-16,2022-01-22,quantile,0.025,44.19720807637176
1 wk ahead inc death,21,2022-01-16,2022-01-22,quantile,0.025,93.79570891557859
1 wk ahead inc death,22,2022-01-16,2022-01-22,quantile,0.025,71.7757862434577
1 wk ahead inc death,26,2022-01-16,2022-01-22,quantile,0.025,483.83434336894436
1 wk ahead inc death,27,2022-01-16,2022-01-22,quantile,0.025,129.82926002640554
1 wk ahead inc death,28,2022-01-16,2022-01-22,quantile,0.025,74.01089452481064
1 wk ahead inc death,29,2022-01-16,2022-01-22,quantile,0.025,160.07970659954705
1 wk ahead inc death,30,2022-01-16,2022-01-22,quantile,0.025,6.716017178804067
1 wk ahead inc death,32,2022-01-16,2022-01-22,quantile,0.025,76.18598249477272
1 wk ahead inc death,33,2022-01-16,2022-01-22,quantile,0.025,13.82711038961045
1 wk ahead inc death,35,2022-01-16,2022-01-22,quantile,0.025,93.62426189013891
1 wk ahead inc death,37,2022-01-16,2022-01-22,quantile,0.025,116.14476422246557
1 wk ahead inc death,38,2022-01-16,2022-01-22,quantile,0.025,5.773555373157487
1 wk ahead inc death,42,2022-01-16,2022-01-22,quantile,0.025,615.4051334080261
1 wk ahead inc death,44,2022-01-16,2022-01-22,quantile,0.025,38.33324337472884
