,date,location,location_name,hosps
9790,2021-12-22,16,Idaho,24
9791,2021-11-28,22,Louisiana,33
9792,2020-12-31,50,Vermont,6
9793,2021-01-17,56,Wyoming,12
9794,2020-11-27,45,South Carolina,101
9795,2021-11-28,39,Ohio,510
9796,2021-11-11,35,New Mexico,70
9797,2020-12-31,46,South Dakota,21
9798,2021-12-08,49,Utah,70
9799,2021-03-15,29,Missouri,64
9800,2020-11-09,27,Minnesota,222
9801,2020-12-21,46,South Dakota,27
9802,2021-11-17,22,Louisiana,32
9803,2020-11-16,21,Kentucky,365
9804,2021-01-01,08,Colorado,109
9805,2020-11-26,17,Illinois,476
9806,2021-01-09,09,Connecticut,121
9807,2021-01-18,10,Delaware,63
9808,2021-03-30,72,Puerto Rico,15
9809,2022-01-07,46,South Dakota,37
9810,2021-11-10,39,Ohio,376
9811,2021-12-05,78,Virgin Islands,0
9812,2022-01-14,24,Maryland,399
9813,2020-11-08,05,Arkansas,102
9814,2021-12-10,08,Colorado,178
9815,2021-11-14,32,Nevada,61
9816,2021-01-17,37,North Carolina,290
9817,2020-12-27,26,Michigan,271
9818,2021-01-28,28,Mississippi,79
9819,2020-11-25,16,Idaho,67
9820,2021-11-11,01,Alabama,43
9821,2022-01-25,30,Montana,92
9822,2020-11-17,53,Washington,93
9823,2021-01-14,21,Kentucky,484
9824,2021-01-19,28,Mississippi,129
9825,2020-11-06,38,North Dakota,80
9826,2021-11-26,54,West Virginia,63
9827,2022-01-18,37,North Carolina,693
9828,2020-12-13,53,Washington,87
9829,2020-11-12,02,Alaska,16
9830,2021-02-08,51,Virginia,198
9831,2021-12-17,39,Ohio,638
9832,2021-03-16,09,Connecticut,76
9833,2021-01-09,27,Minnesota,85
9834,2021-12-24,15,Hawaii,11
9835,2021-11-15,36,New York,331
9836,2021-12-10,24,Maryland,128
9837,2021-01-17,05,Arkansas,161
9838,2020-12-06,20,Kansas,137
9839,2021-02-20,08,Colorado,63
9840,2020-12-24,01,Alabama,366
9841,2020-11-05,28,Mississippi,62
9842,2021-11-15,35,New Mexico,83
9843,2020-12-08,36,New York,888
9844,2021-03-27,19,Iowa,38
9845,2021-12-14,08,Colorado,185
9846,2020-12-03,22,Louisiana,206
9847,2021-03-19,32,Nevada,39
9848,2021-11-12,23,Maine,22
9849,2021-03-23,42,Pennsylvania,273
9850,2020-12-21,28,Mississippi,194
9851,2021-12-30,15,Hawaii,37
9852,2021-03-16,56,Wyoming,3
9853,2020-12-05,20,Kansas,146
9854,2021-12-22,55,Wisconsin,243
9855,2020-12-01,40,Oklahoma,375
9856,2022-01-03,04,Arizona,350
9857,2022-01-26,39,Ohio,715
9858,2021-01-10,01,Alabama,354
9859,2022-01-06,53,Washington,222
9860,2020-12-15,01,Alabama,427
9861,2021-03-21,11,District of Columbia,18
9862,2021-11-08,34,New Jersey,91
9863,2021-12-26,38,North Dakota,21
9864,2021-01-12,40,Oklahoma,340
9865,2021-11-25,19,Iowa,67
9866,2021-12-24,01,Alabama,79
9867,2022-01-07,13,Georgia,929
9868,2021-12-03,27,Minnesota,210
9869,2021-02-06,23,Maine,7
9870,2021-11-21,19,Iowa,80
9871,2021-11-08,50,Vermont,11
9872,2021-02-01,55,Wisconsin,163
9873,2021-03-03,11,District of Columbia,8
9874,2021-12-24,40,Oklahoma,153
9875,2021-03-30,19,Iowa,35
9876,2020-12-13,39,Ohio,663
9877,2021-01-03,08,Colorado,124
9878,2021-02-12,33,New Hampshire,17
9879,2020-12-26,30,Montana,43
9880,2021-11-06,20,Kansas,53
9881,2021-03-13,35,New Mexico,19
9882,2021-03-12,47,Tennessee,79
9883,2021-01-28,48,Texas,1334
9884,2022-01-24,18,Indiana,375
9885,2021-03-11,01,Alabama,59
9886,2021-02-25,09,Connecticut,79
9887,2021-03-05,21,Kentucky,165
9888,2021-01-21,11,District of Columbia,40
9889,2020-12-15,24,Maryland,242
9890,2020-11-12,21,Kentucky,368
9891,2020-11-08,21,Kentucky,254
9892,2021-01-10,32,Nevada,160
9893,2021-12-02,32,Nevada,76
9894,2021-11-24,36,New York,361
9895,2020-11-15,37,North Carolina,191
9896,2021-11-16,26,Michigan,483
9897,2021-12-30,56,Wyoming,12
9898,2020-12-18,40,Oklahoma,340
9899,2020-11-19,10,Delaware,25
9900,2020-12-11,05,Arkansas,169
9901,2021-12-01,56,Wyoming,13
9902,2021-01-09,01,Alabama,395
9903,2021-03-16,46,South Dakota,10
9904,2021-04-04,32,Nevada,42
9905,2021-02-07,31,Nebraska,23
9906,2022-01-14,10,Delaware,109
9907,2021-03-22,16,Idaho,18
9908,2021-12-05,18,Indiana,294
9909,2021-02-06,49,Utah,32
9910,2021-03-08,34,New Jersey,245
9911,2021-03-06,55,Wisconsin,48
9912,2021-02-02,49,Utah,59
9913,2021-03-02,11,District of Columbia,20
9914,2022-01-16,25,Massachusetts,331
9915,2021-12-02,38,North Dakota,31
9916,2021-03-05,40,Oklahoma,65
9917,2021-02-06,06,California,963
9918,2022-01-02,56,Wyoming,11
9919,2021-03-22,49,Utah,22
9920,2022-01-28,24,Maryland,149
9921,2021-12-03,38,North Dakota,46
9922,2021-02-28,20,Kansas,26
9923,2021-01-13,11,District of Columbia,38
9924,2021-03-20,72,Puerto Rico,19
9925,2021-11-09,42,Pennsylvania,282
9926,2020-11-11,05,Arkansas,142
9927,2022-01-28,26,Michigan,417
9928,2021-12-01,20,Kansas,95
9929,2021-03-10,27,Minnesota,39
9930,2020-12-23,05,Arkansas,175
9931,2021-03-16,24,Maryland,101
9932,2021-02-16,28,Mississippi,40
9933,2021-02-04,15,Hawaii,4
9934,2021-12-14,50,Vermont,6
9935,2021-03-03,47,Tennessee,80
9936,2021-11-29,72,Puerto Rico,2
9937,2020-11-24,26,Michigan,556
9938,2021-01-14,11,District of Columbia,28
9939,2021-01-20,47,Tennessee,245
9940,2021-03-17,19,Iowa,44
9941,2021-03-24,25,Massachusetts,85
9942,2022-01-26,51,Virginia,352
9943,2020-12-23,29,Missouri,262
9944,2021-12-10,41,Oregon,41
9945,2021-12-19,23,Maine,28
9946,2022-01-23,35,New Mexico,90
9947,2021-01-17,11,District of Columbia,22
9948,2021-11-30,28,Mississippi,30
9949,2021-02-19,56,Wyoming,4
9950,2021-11-22,36,New York,405
9951,2022-01-22,72,Puerto Rico,50
9952,2020-12-10,02,Alaska,20
9953,2021-12-15,16,Idaho,18
9954,2021-01-21,26,Michigan,219
9955,2021-12-26,56,Wyoming,6
9956,2021-11-15,46,South Dakota,44
9957,2020-12-30,27,Minnesota,128
9958,2021-12-15,37,North Carolina,200
9959,2020-11-11,51,Virginia,112
9960,2020-12-11,36,New York,896
9961,2021-02-11,08,Colorado,68
9962,2021-12-02,05,Arkansas,75
9963,2021-04-04,16,Idaho,19
9964,2021-03-22,11,District of Columbia,23
9965,2022-01-13,55,Wisconsin,387
9966,2022-01-04,38,North Dakota,22
9967,2021-12-10,34,New Jersey,245
9968,2020-11-29,27,Minnesota,196
9969,2021-11-28,55,Wisconsin,243
9970,2021-02-26,46,South Dakota,7
9971,2021-12-17,04,Arizona,274
9972,2021-04-04,27,Minnesota,91
9973,2021-02-14,50,Vermont,2
9974,2021-12-13,44,Rhode Island,32
9975,2021-11-14,42,Pennsylvania,290
9976,2022-01-19,41,Oregon,129
9977,2020-12-28,28,Mississippi,198
9978,2021-04-02,27,Minnesota,86
9979,2021-11-07,37,North Carolina,94
9980,2022-01-08,35,New Mexico,77
9981,2022-01-28,18,Indiana,379
9982,2020-11-22,33,New Hampshire,14
9983,2020-11-14,09,Connecticut,86
9984,2022-01-27,33,New Hampshire,37
9985,2021-03-31,38,North Dakota,7
9986,2021-03-09,31,Nebraska,20
9987,2021-01-16,42,Pennsylvania,481
9988,2021-03-05,53,Washington,35
9989,2020-11-29,22,Louisiana,179
9990,2020-12-19,02,Alaska,9
9991,2020-12-05,49,Utah,93
9992,2021-01-19,44,Rhode Island,34
9993,2021-03-06,22,Louisiana,48
9994,2021-11-07,02,Alaska,18
9995,2021-12-02,15,Hawaii,0
9996,2021-02-13,54,West Virginia,34
9997,2022-01-20,39,Ohio,833
9998,2022-01-19,46,South Dakota,68
9999,2021-03-04,38,North Dakota,9
10000,2021-11-11,37,North Carolina,109
10001,2021-01-21,19,Iowa,65
10002,2021-11-24,15,Hawaii,5
10003,2021-03-12,15,Hawaii,7
10004,2020-11-18,50,Vermont,3
10005,2021-11-26,17,Illinois,329
10006,2021-03-10,55,Wisconsin,73
10007,2021-03-29,39,Ohio,173
10008,2021-12-20,24,Maryland,225
10009,2022-01-15,33,New Hampshire,47
10010,2021-03-19,22,Louisiana,55
10011,2021-03-22,02,Alaska,5
10012,2020-12-20,40,Oklahoma,319
10013,2021-12-01,09,Connecticut,72
10014,2022-01-16,40,Oklahoma,391
10015,2021-12-13,18,Indiana,377
10016,2022-01-09,56,Wyoming,10
10017,2021-12-23,55,Wisconsin,245
10018,2022-01-15,02,Alaska,15
10019,2021-02-21,01,Alabama,96
10020,2021-12-09,33,New Hampshire,53
10021,2021-04-01,33,New Hampshire,11
10022,2021-12-12,27,Minnesota,136
10023,2021-11-27,20,Kansas,82
10024,2021-01-25,23,Maine,18
10025,2020-12-25,12,Florida,798
10026,2021-01-30,44,Rhode Island,13
10027,2020-12-29,05,Arkansas,178
10028,2020-11-20,26,Michigan,482
10029,2021-12-17,55,Wisconsin,279
10030,2021-11-23,38,North Dakota,31
10031,2021-01-08,25,Massachusetts,279
10032,2021-11-08,38,North Dakota,25
10033,2022-01-23,08,Colorado,231
10034,2021-11-13,05,Arkansas,30
10035,2021-01-06,40,Oklahoma,417
10036,2021-04-03,06,California,205
10037,2021-11-20,30,Montana,37
10038,2021-11-24,33,New Hampshire,44
10039,2020-12-12,25,Massachusetts,238
10040,2020-11-09,15,Hawaii,10
10041,2020-12-30,13,Georgia,777
10042,2020-11-19,27,Minnesota,270
10043,2021-03-06,33,New Hampshire,10
10044,2021-02-11,41,Oregon,30
10045,2020-11-09,09,Connecticut,88
10046,2020-12-29,02,Alaska,7
10047,2021-11-29,02,Alaska,10
10048,2020-12-15,32,Nevada,216
10049,2021-12-09,12,Florida,192
10050,2021-03-09,20,Kansas,26
10051,2022-01-19,18,Indiana,484
10052,2021-01-08,42,Pennsylvania,664
10053,2021-02-13,37,North Carolina,186
10054,2020-11-24,19,Iowa,196
10055,2021-03-03,04,Arizona,113
10056,2021-12-18,04,Arizona,261
10057,2021-01-07,28,Mississippi,127
10058,2020-11-21,35,New Mexico,108
10059,2020-11-27,56,Wyoming,34
10060,2021-03-30,48,Texas,403
10061,2021-02-07,17,Illinois,174
10062,2021-03-07,46,South Dakota,6
10063,2020-11-30,48,Texas,1162
10064,2021-03-02,26,Michigan,96
10065,2020-12-26,78,Virgin Islands,0
10066,2022-01-07,20,Kansas,126
10067,2021-02-08,27,Minnesota,54
10068,2021-12-16,49,Utah,49
10069,2020-12-21,06,California,2376
10070,2020-12-16,12,Florida,830
10071,2021-03-13,53,Washington,34
10072,2021-11-16,72,Puerto Rico,5
10073,2022-01-13,33,New Hampshire,75
10074,2021-11-10,50,Vermont,8
10075,2020-12-27,25,Massachusetts,230
10076,2021-04-05,44,Rhode Island,18
10077,2021-02-15,28,Mississippi,37
10078,2021-01-01,41,Oregon,70
10079,2020-11-22,10,Delaware,30
10080,2020-12-20,09,Connecticut,124
10081,2021-04-04,10,Delaware,16
10082,2021-11-10,17,Illinois,189
10083,2020-11-05,13,Georgia,382
10084,2021-03-07,27,Minnesota,43
10085,2021-12-09,78,Virgin Islands,0
10086,2021-03-26,10,Delaware,13
10087,2021-03-06,28,Mississippi,34
10088,2021-02-10,29,Missouri,108
10089,2020-11-18,36,New York,471
10090,2022-01-27,01,Alabama,459
10091,2021-12-23,13,Georgia,316
10092,2021-12-09,49,Utah,60
10093,2021-01-31,29,Missouri,126
10094,2022-01-21,16,Idaho,61
10095,2021-01-20,51,Virginia,317
10096,2020-11-15,26,Michigan,359
10097,2020-11-27,12,Florida,698
10098,2020-12-06,19,Iowa,112
10099,2021-12-11,09,Connecticut,96
10100,2021-01-21,21,Kentucky,417
10101,2021-11-20,45,South Carolina,45
10102,2021-03-29,04,Arizona,78
10103,2021-03-25,20,Kansas,17
10104,2020-11-29,49,Utah,81
10105,2021-03-12,29,Missouri,61
10106,2021-11-25,32,Nevada,64
10107,2020-12-27,40,Oklahoma,373
10108,2021-12-28,06,California,995
10109,2021-03-31,12,Florida,469
10110,2021-01-31,05,Arkansas,88
10111,2021-01-05,47,Tennessee,420
10112,2021-12-04,23,Maine,34
10113,2021-01-30,10,Delaware,34
10114,2022-01-06,24,Maryland,542
10115,2021-11-22,28,Mississippi,22
10116,2021-12-15,46,South Dakota,32
10117,2020-11-10,41,Oregon,41
10118,2021-11-21,11,District of Columbia,5
10119,2021-04-03,40,Oklahoma,48
10120,2021-12-22,22,Louisiana,118
10121,2022-01-14,44,Rhode Island,65
10122,2020-12-25,41,Oregon,53
10123,2021-12-23,28,Mississippi,39
10124,2021-11-23,55,Wisconsin,242
10125,2020-11-07,13,Georgia,290
10126,2021-11-24,25,Massachusetts,109
10127,2021-01-22,38,North Dakota,10
10128,2020-12-17,18,Indiana,386
10129,2021-01-09,44,Rhode Island,33
10130,2020-12-22,39,Ohio,639
10131,2021-01-10,30,Montana,36
10132,2022-01-11,13,Georgia,936
10133,2021-02-23,02,Alaska,3
10134,2021-11-21,48,Texas,330
10135,2021-01-27,29,Missouri,151
10136,2021-03-25,09,Connecticut,95
10137,2021-01-20,32,Nevada,143
10138,2020-12-09,78,Virgin Islands,0
10139,2021-12-25,05,Arkansas,71
10140,2020-11-20,13,Georgia,401
10141,2021-11-13,09,Connecticut,23
10142,2021-01-19,39,Ohio,462
10143,2021-04-02,36,New York,497
10144,2020-11-26,13,Georgia,347
10145,2021-01-13,26,Michigan,274
10146,2020-11-24,21,Kentucky,463
10147,2021-03-23,09,Connecticut,90
10148,2021-03-15,72,Puerto Rico,5
10149,2021-12-10,56,Wyoming,9
10150,2020-11-12,35,New Mexico,76
10151,2021-04-01,29,Missouri,58
10152,2021-11-18,27,Minnesota,125
10153,2021-03-14,02,Alaska,7
10154,2021-01-15,49,Utah,82
10155,2020-11-13,26,Michigan,404
10156,2021-12-14,32,Nevada,75
10157,2021-12-12,38,North Dakota,16
10158,2022-01-28,13,Georgia,720
10159,2021-12-19,46,South Dakota,33
10160,2021-12-01,41,Oregon,37
10161,2021-02-26,37,North Carolina,118
10162,2021-01-11,26,Michigan,301
10163,2021-03-27,48,Texas,344
10164,2021-02-03,42,Pennsylvania,403
10165,2021-01-02,51,Virginia,267
10166,2021-03-22,38,North Dakota,5
10167,2021-12-07,40,Oklahoma,157
10168,2020-12-10,35,New Mexico,114
10169,2021-01-04,15,Hawaii,9
10170,2021-03-24,53,Washington,46
10171,2020-11-27,20,Kansas,168
10172,2021-12-26,44,Rhode Island,28
10173,2022-01-17,04,Arizona,566
10174,2021-11-24,49,Utah,87
10175,2021-11-16,11,District of Columbia,5
10176,2021-12-19,40,Oklahoma,151
10177,2021-11-30,44,Rhode Island,23
10178,2020-11-08,34,New Jersey,194
10179,2020-12-13,24,Maryland,224
10180,2020-11-30,54,West Virginia,70
10181,2021-01-06,23,Maine,16
10182,2021-03-27,31,Nebraska,19
10183,2022-01-02,05,Arkansas,102
10184,2021-12-29,20,Kansas,113
10185,2021-02-15,35,New Mexico,34
10186,2021-11-07,27,Minnesota,121
10187,2022-01-25,29,Missouri,430
10188,2021-12-03,42,Pennsylvania,522
10189,2020-11-13,50,Vermont,2
10190,2021-02-12,08,Colorado,62
10191,2021-12-14,24,Maryland,166
10192,2020-12-21,25,Massachusetts,262
10193,2021-12-30,28,Mississippi,103
10194,2021-11-19,10,Delaware,27
10195,2021-02-27,37,North Carolina,113
10196,2021-02-01,29,Missouri,152
10197,2021-02-06,40,Oklahoma,148
10198,2020-11-10,08,Colorado,229
10199,2021-01-13,72,Puerto Rico,24
10200,2021-02-12,18,Indiana,103
10201,2020-11-07,35,New Mexico,88
10202,2021-12-11,23,Maine,36
10203,2022-01-03,42,Pennsylvania,909
10204,2021-01-29,46,South Dakota,11
10205,2021-02-08,44,Rhode Island,17
10206,2021-02-05,24,Maryland,167
10207,2020-11-18,72,Puerto Rico,47
10208,2022-01-13,22,Louisiana,368
10209,2021-02-22,35,New Mexico,29
10210,2021-11-23,09,Connecticut,37
10211,2021-02-25,23,Maine,9
10212,2021-02-22,30,Montana,13
10213,2020-11-14,47,Tennessee,254
10214,2020-12-11,10,Delaware,45
10215,2022-01-11,46,South Dakota,60
10216,2021-02-19,08,Colorado,83
10217,2021-02-04,47,Tennessee,166
10218,2021-02-10,45,South Carolina,147
10219,2021-01-11,41,Oregon,57
10220,2022-01-27,54,West Virginia,152
10221,2021-11-19,49,Utah,68
10222,2021-02-28,50,Vermont,3
10223,2020-12-05,36,New York,678
10224,2021-01-24,45,South Carolina,191
10225,2020-12-15,54,West Virginia,84
10226,2021-01-29,24,Maryland,199
10227,2021-11-22,50,Vermont,16
10228,2021-11-22,15,Hawaii,7
10229,2021-03-06,39,Ohio,134
10230,2021-11-12,72,Puerto Rico,17
10231,2021-12-23,42,Pennsylvania,452
10232,2022-01-08,05,Arkansas,160
10233,2021-12-21,32,Nevada,71
10234,2021-11-23,27,Minnesota,205
10235,2020-12-01,36,New York,734
10236,2021-01-30,27,Minnesota,36
10237,2020-11-23,54,West Virginia,83
10238,2021-02-24,32,Nevada,57
10239,2021-11-21,26,Michigan,480
10240,2021-01-29,17,Illinois,258
10241,2021-01-18,27,Minnesota,71
10242,2021-03-21,50,Vermont,5
10243,2021-01-05,04,Arizona,634
10244,2022-01-09,41,Oregon,92
10245,2021-12-12,09,Connecticut,93
10246,2021-02-02,21,Kentucky,310
10247,2020-11-30,32,Nevada,169
10248,2021-02-11,30,Montana,11
10249,2021-03-24,05,Arkansas,22
10250,2020-12-25,26,Michigan,258
10251,2021-03-14,04,Arizona,81
10252,2022-01-03,27,Minnesota,190
10253,2020-11-24,11,District of Columbia,17
10254,2020-12-30,42,Pennsylvania,656
10255,2021-03-29,22,Louisiana,57
10256,2021-11-14,11,District of Columbia,3
10257,2022-01-15,26,Michigan,435
10258,2021-12-31,18,Indiana,382
10259,2021-11-07,53,Washington,101
10260,2021-03-17,48,Texas,457
10261,2020-12-22,04,Arizona,558
10262,2021-01-03,40,Oklahoma,362
10263,2021-01-10,23,Maine,16
10264,2021-01-18,44,Rhode Island,29
10265,2021-11-30,10,Delaware,26
10266,2021-01-23,29,Missouri,144
10267,2020-11-07,23,Maine,5
10268,2021-02-11,29,Missouri,126
10269,2021-02-27,48,Texas,580
10270,2020-11-11,50,Vermont,6
10271,2021-01-12,20,Kansas,147
10272,2020-12-28,04,Arizona,543
10273,2021-12-02,20,Kansas,111
10274,2021-11-08,09,Connecticut,33
10275,2020-12-19,48,Texas,1355
10276,2021-12-06,28,Mississippi,34
10277,2021-03-15,42,Pennsylvania,241
10278,2021-02-28,01,Alabama,84
10279,2021-03-09,05,Arkansas,31
10280,2021-02-22,47,Tennessee,115
10281,2022-01-02,20,Kansas,112
10282,2021-01-23,72,Puerto Rico,19
10283,2021-01-08,05,Arkansas,216
10284,2021-12-19,34,New Jersey,273
10285,2020-12-22,20,Kansas,153
10286,2020-11-26,39,Ohio,593
10287,2021-02-05,56,Wyoming,9
10288,2021-01-26,27,Minnesota,47
10289,2021-03-07,13,Georgia,185
10290,2020-12-27,06,California,2245
10291,2021-02-14,32,Nevada,50
10292,2021-12-19,13,Georgia,189
10293,2021-11-14,27,Minnesota,164
10294,2020-11-07,02,Alaska,12
10295,2021-02-22,02,Alaska,9
10296,2021-03-10,41,Oregon,22
10297,2020-12-08,12,Florida,694
10298,2021-12-16,38,North Dakota,16
10299,2020-12-02,19,Iowa,121
10300,2022-01-05,18,Indiana,474
10301,2021-02-17,46,South Dakota,10
10302,2021-12-21,05,Arkansas,86
10303,2021-02-14,54,West Virginia,32
10304,2021-12-04,51,Virginia,128
10305,2021-02-07,25,Massachusetts,128
10306,2022-01-15,15,Hawaii,50
10307,2020-12-06,41,Oregon,58
10308,2021-02-20,30,Montana,14
10309,2021-12-12,32,Nevada,67
10310,2021-02-12,45,South Carolina,132
10311,2021-11-11,21,Kentucky,121
10312,2021-04-01,49,Utah,21
10313,2021-03-17,37,North Carolina,109
10314,2020-11-15,41,Oregon,41
10315,2021-02-10,51,Virginia,198
10316,2021-02-18,56,Wyoming,7
10317,2021-02-07,46,South Dakota,9
10318,2021-01-02,17,Illinois,372
10319,2022-01-10,01,Alabama,311
10320,2021-02-21,30,Montana,22
10321,2022-01-26,31,Nebraska,87
10322,2021-12-03,16,Idaho,34
10323,2021-01-04,72,Puerto Rico,33
10324,2021-12-19,06,California,329
10325,2020-12-20,23,Maine,13
10326,2020-12-07,16,Idaho,61
10327,2020-12-21,40,Oklahoma,370
10328,2020-11-25,32,Nevada,150
10329,2021-03-19,01,Alabama,109
10330,2022-01-26,50,Vermont,21
10331,2021-11-25,50,Vermont,11
10332,2020-11-10,37,North Carolina,155
10333,2021-03-26,53,Washington,30
10334,2020-11-12,13,Georgia,371
10335,2022-01-20,60,American Samoa,0
10336,2021-02-21,26,Michigan,77
10337,2021-02-27,20,Kansas,33
10338,2021-03-28,22,Louisiana,42
10339,2021-02-09,56,Wyoming,11
10340,2022-01-24,37,North Carolina,708
10341,2020-12-11,23,Maine,19
10342,2020-11-11,21,Kentucky,364
10343,2021-02-21,78,Virgin Islands,0
10344,2021-11-13,32,Nevada,67
10345,2021-01-05,22,Louisiana,341
10346,2021-12-28,30,Montana,30
10347,2022-01-22,39,Ohio,655
10348,2021-02-21,15,Hawaii,2
10349,2021-02-23,19,Iowa,44
10350,2021-11-11,23,Maine,31
10351,2021-02-08,12,Florida,777
10352,2021-03-09,32,Nevada,49
10353,2020-12-07,24,Maryland,243
10354,2021-02-02,38,North Dakota,12
10355,2020-12-08,05,Arkansas,151
10356,2020-11-30,06,California,1223
10357,2020-12-20,78,Virgin Islands,0
10358,2022-01-05,01,Alabama,304
10359,2020-12-26,26,Michigan,211
10360,2022-01-27,42,Pennsylvania,556
10361,2021-11-22,05,Arkansas,42
10362,2020-11-09,42,Pennsylvania,363
10363,2021-01-04,26,Michigan,338
10364,2021-02-23,41,Oregon,12
10365,2021-12-28,18,Indiana,402
10366,2020-11-23,38,North Dakota,51
10367,2020-12-14,12,Florida,855
10368,2021-12-18,12,Florida,298
10369,2021-03-09,56,Wyoming,2
10370,2021-03-18,04,Arizona,78
10371,2020-11-24,02,Alaska,30
10372,2021-02-02,16,Idaho,20
10373,2021-03-03,38,North Dakota,6
10374,2021-01-12,15,Hawaii,11
10375,2020-11-19,16,Idaho,67
10376,2020-11-06,21,Kentucky,280
10377,2021-11-20,21,Kentucky,91
10378,2021-01-03,26,Michigan,231
10379,2021-01-06,06,California,2406
10380,2020-12-07,41,Oregon,69
10381,2021-03-01,41,Oregon,23
10382,2021-04-05,54,West Virginia,49
10383,2021-02-08,34,New Jersey,309
10384,2022-01-04,16,Idaho,37
10385,2021-01-10,09,Connecticut,124
10386,2022-01-19,78,Virgin Islands,9
10387,2021-12-12,15,Hawaii,3
10388,2021-03-20,10,Delaware,16
10389,2021-01-02,37,North Carolina,428
10390,2020-12-16,45,South Carolina,172
10391,2021-02-21,12,Florida,520
10392,2021-12-24,38,North Dakota,13
10393,2021-11-15,21,Kentucky,137
10394,2021-03-25,42,Pennsylvania,278
10395,2021-02-15,44,Rhode Island,23
10396,2020-11-08,11,District of Columbia,23
10397,2020-11-11,09,Connecticut,106
10398,2020-11-07,46,South Dakota,71
10399,2021-12-27,11,District of Columbia,85
10400,2020-12-20,33,New Hampshire,39
10401,2022-01-10,49,Utah,139
10402,2020-12-24,49,Utah,64
10403,2021-01-01,24,Maryland,173
10404,2021-01-07,13,Georgia,917
10405,2022-01-01,27,Minnesota,136
10406,2021-02-05,35,New Mexico,64
10407,2022-01-25,36,New York,904
10408,2020-11-14,32,Nevada,122
10409,2020-11-09,20,Kansas,169
10410,2021-01-23,56,Wyoming,21
10411,2021-03-29,16,Idaho,12
10412,2020-11-23,22,Louisiana,185
10413,2021-03-05,06,California,458
10414,2021-02-04,34,New Jersey,358
10415,2020-11-17,27,Minnesota,251
10416,2021-03-05,51,Virginia,140
10417,2021-02-11,24,Maryland,122
10418,2020-11-27,29,Missouri,302
10419,2020-12-02,05,Arkansas,145
10420,2021-11-11,53,Washington,92
10421,2021-01-11,35,New Mexico,92
10422,2021-01-27,27,Minnesota,81
10423,2022-01-19,08,Colorado,302
10424,2020-12-02,27,Minnesota,178
10425,2022-01-01,15,Hawaii,30
10426,2021-03-19,42,Pennsylvania,274
10427,2021-11-17,05,Arkansas,53
10428,2022-01-25,11,District of Columbia,37
10429,2020-12-29,45,South Carolina,259
10430,2020-11-24,53,Washington,101
10431,2020-11-11,36,New York,452
10432,2021-02-07,54,West Virginia,28
10433,2021-01-27,02,Alaska,5
10434,2021-12-02,50,Vermont,17
10435,2020-11-19,38,North Dakota,63
10436,2020-11-22,05,Arkansas,106
10437,2021-03-09,23,Maine,6
10438,2021-11-28,28,Mississippi,27
10439,2020-12-09,04,Arizona,509
10440,2022-01-28,41,Oregon,149
10441,2021-03-08,19,Iowa,31
10442,2021-12-26,27,Minnesota,131
10443,2021-02-19,41,Oregon,32
10444,2021-12-26,08,Colorado,192
10445,2022-01-17,47,Tennessee,422
10446,2021-01-25,36,New York,970
10447,2021-03-18,32,Nevada,43
10448,2022-01-02,41,Oregon,54
10449,2021-02-25,46,South Dakota,11
10450,2020-12-12,44,Rhode Island,27
10451,2020-11-12,42,Pennsylvania,398
10452,2020-12-16,41,Oregon,79
10453,2021-03-07,78,Virgin Islands,0
10454,2021-11-29,22,Louisiana,49
10455,2021-11-28,09,Connecticut,41
10456,2020-11-15,53,Washington,78
10457,2020-11-21,12,Florida,551
10458,2021-02-23,48,Texas,719
10459,2020-11-17,42,Pennsylvania,467
10460,2020-11-06,15,Hawaii,9
10461,2020-12-24,44,Rhode Island,33
10462,2021-03-05,72,Puerto Rico,8
10463,2021-03-26,48,Texas,376
10464,2020-11-29,55,Wisconsin,362
10465,2021-03-11,30,Montana,14
10466,2021-12-08,42,Pennsylvania,584
10467,2022-01-16,60,American Samoa,0
10468,2021-03-02,47,Tennessee,101
10469,2020-12-31,37,North Carolina,436
10470,2021-02-05,78,Virgin Islands,0
10471,2020-12-04,05,Arkansas,130
10472,2021-02-20,01,Alabama,113
10473,2021-03-02,41,Oregon,19
10474,2020-12-23,08,Colorado,169
10475,2020-12-07,30,Montana,53
10476,2022-01-14,16,Idaho,53
10477,2021-01-20,42,Pennsylvania,452
10478,2020-12-05,42,Pennsylvania,680
10479,2021-02-21,41,Oregon,30
10480,2021-01-24,16,Idaho,29
10481,2021-12-20,28,Mississippi,39
10482,2021-01-21,48,Texas,1716
10483,2021-02-24,40,Oklahoma,115
10484,2021-02-17,37,North Carolina,167
10485,2021-02-25,21,Kentucky,181
10486,2021-02-12,16,Idaho,31
10487,2022-01-18,28,Mississippi,213
10488,2021-01-16,12,Florida,964
10489,2021-02-20,40,Oklahoma,140
10490,2021-02-16,34,New Jersey,269
10491,2021-01-07,49,Utah,96
10492,2021-11-19,23,Maine,36
10493,2022-01-24,44,Rhode Island,39
10494,2020-12-21,13,Georgia,685
10495,2022-01-04,56,Wyoming,11
10496,2021-02-15,02,Alaska,7
10497,2021-04-02,42,Pennsylvania,316
10498,2021-03-01,40,Oklahoma,82
10499,2020-11-10,21,Kentucky,334
10500,2020-12-06,24,Maryland,207
10501,2021-01-31,19,Iowa,48
10502,2022-01-08,18,Indiana,428
10503,2021-03-18,20,Kansas,18
10504,2021-01-19,19,Iowa,76
