forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,3077,1114,13467
2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,702,187,2005
2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,284,43,1768
2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,582,108,1998
2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,2343,899,5709
2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,135,43,326
2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,397,118,1537
2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,196,0,1712
2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,909,274,2288
2020-04-13,4 wk ahead cum death,2020-05-09,Texas,1608,557,5748
2020-04-13,4 wk ahead cum death,2020-05-09,Utah,197,50,753
2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,352,59,1330
2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,949,191,3454
2020-04-13,4 wk ahead cum death,2020-05-09,Washington,1911,713,5517
2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,16,0,440
2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,830,185,2449
2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,12,0,377
2020-04-13,4 wk ahead cum death,2020-05-09,US National,84149,45054,179158
2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,448,101,3715
2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,197,24,958
2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,729,278,1862
2020-04-13,4 wk ahead cum death,2020-05-09,Montana,202,18,808
2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,62,2,589
2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,157,38,1088
2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,343,60,1717
2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,6805,3528,12531
2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,128,14,620
2020-04-13,4 wk ahead cum death,2020-05-09,New York,29979,17982,45743
2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,1051,324,3385
2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,0,0,325
2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,518,147,1914
2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,241,37,1072
2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,75,38,214
2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,20,0,46
2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,348,133,632
2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,19,1,70
2020-04-13,1 wk ahead cum death,2020-04-18,California,1782,865,4134
2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,499,274,1026
2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,737,375,1413
2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,41,7,122
2020-04-13,1 wk ahead cum death,2020-04-18,Florida,1405,652,3048
2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,385,194,963
2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,19,4,104
2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,0,0,14
2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1374,641,3744
2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,201,92,513
2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,32,5,146
2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,38,14,127
2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,53,14,190
2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,573,303,1446
2020-04-13,1 wk ahead cum death,2020-04-18,Maine,37,10,99
2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,241,105,659
2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1352,981,2488
2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,2185,1228,4987
2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,70,23,304
2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,20,5,80
2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,238,133,504
2020-04-13,1 wk ahead cum death,2020-04-18,Montana,32,6,77
2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,8,1,67
2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,67,29,215
2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,52,23,250
2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3092,1991,5650
2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,27,5,167
2020-04-13,1 wk ahead cum death,2020-04-18,New York,16142,10815,24750
2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,242,112,571
2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,0,0,20
2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,170,75,517
2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,60,14,153
2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,128,44,308
2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,1004,485,2138
2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,55,27,135
2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,115,49,373
2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,16,0,183
2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,264,126,551
2020-04-13,1 wk ahead cum death,2020-04-18,Texas,493,283,1035
2020-04-13,1 wk ahead cum death,2020-04-18,Utah,82,31,247
2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,65,19,150
2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,133,47,411
2020-04-13,1 wk ahead cum death,2020-04-18,Washington,724,379,1742
2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,0,0,20
2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,231,93,540
2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,2,0,38
2020-04-13,1 wk ahead cum death,2020-04-18,US National,36272,25548,58684
2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,191,88,694
2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,41,1,153
2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,785,251,1852
2020-04-13,2 wk ahead cum death,2020-04-25,Montana,80,12,283
2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,17,1,170
2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,125,39,487
2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,132,47,682
2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,5981,3274,11799
2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,60,9,367
2020-04-13,2 wk ahead cum death,2020-04-25,New York,27762,17026,44611
2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,88,28,393
2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,125,24,517
2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1070,456,3126
2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,44,2,190
2020-04-13,2 wk ahead cum death,2020-04-25,California,3302,1350,11673
2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,1040,468,2919
2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,1548,648,3326
2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,75,17,340
2020-04-13,2 wk ahead cum death,2020-04-25,Maine,91,23,388
2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,476,166,1494
2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,2655,1655,5743
2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,4907,2128,11715
2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,169,49,944
2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,67,16,241
2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,528,236,1320
2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,618,245,1676
2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,0,0,77
2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,357,125,1288
2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,139,26,489
2020-04-13,2 wk ahead cum death,2020-04-25,Florida,3079,1156,8015
2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,796,319,2647
2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,38,5,247
2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,1,0,35
2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,2697,1085,10068
2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,440,158,1261
2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,96,11,406
2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,290,81,917
2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1992,820,5629
2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,122,51,295
2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,264,105,1001
2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,48,0,504
2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,573,196,1361
2020-04-13,2 wk ahead cum death,2020-04-25,Texas,1085,524,2700
2020-04-13,2 wk ahead cum death,2020-04-25,Utah,174,54,588
2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,162,37,506
2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,332,115,1249
2020-04-13,2 wk ahead cum death,2020-04-25,Washington,1152,499,3636
2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,1,0,79
2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,554,160,1441
2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,7,0,92
2020-04-13,2 wk ahead cum death,2020-04-25,US National,70133,41495,134178
2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,163,50,825
2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,238,42,1160
2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1741,589,5480
2020-04-13,3 wk ahead cum death,2020-05-02,Maine,187,46,1006
2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,802,251,2626
2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,4407,2310,10279
2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,8507,2829,20316
2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,370,93,2303
2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,176,29,619
2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,945,373,2717
2020-04-13,3 wk ahead cum death,2020-05-02,Montana,163,23,627
2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,37,1,351
2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,211,46,1021
2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,304,70,1590
2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,415,133,1614
2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,74,6,323
2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,1505,363,4628
2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,85,4,398
2020-04-13,3 wk ahead cum death,2020-05-02,California,5695,1944,21557
2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,1886,701,5479
2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,2693,993,6029
2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,129,23,743
2020-04-13,3 wk ahead cum death,2020-05-02,Florida,5593,1692,16394
2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,1440,474,5209
2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,69,5,560
2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,6,0,68
2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,4267,1412,19566
2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,844,229,2500
2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,219,29,934
2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,611,153,2205
2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,3379,1117,10377
2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,214,74,583
2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,546,167,2435
2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,92,0,888
2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,1054,291,2764
2020-04-13,3 wk ahead cum death,2020-05-02,Texas,2061,806,6123
2020-04-13,3 wk ahead cum death,2020-05-02,Utah,297,81,1136
2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,331,61,1058
2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,709,211,2633
2020-04-13,3 wk ahead cum death,2020-05-02,Washington,1956,690,7269
2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,8,0,211
2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,986,233,3074
2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,19,0,250
2020-04-13,3 wk ahead cum death,2020-05-02,US National,112369,57556,241912
2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,9578,4554,19189
2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,120,14,783
2020-04-13,3 wk ahead cum death,2020-05-02,New York,38296,22772,60775
2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,1310,469,3949
2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,634,192,2808
2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,0,0,211
2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,274,46,1150
2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,250,70,1275
2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,2565,775,7958
2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,397,43,1951
2020-04-13,4 wk ahead cum death,2020-05-09,Maine,326,61,1744
2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,1232,272,4571
2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,6306,2837,15052
2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,12172,3954,27494
2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,748,177,3037
2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,111,9,574
2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,2385,390,8716
2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,131,4,796
2020-04-13,4 wk ahead cum death,2020-05-09,California,8750,2577,34606
2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,2969,879,8390
2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,3926,1284,8499
2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,192,28,1290
2020-04-13,4 wk ahead cum death,2020-05-09,Florida,8559,2507,26391
2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,2274,564,8469
2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,123,5,1094
2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,17,0,143
2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,5967,1816,29646
2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,1358,314,4030
2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,400,64,1625
2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,1115,267,4342
2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,4807,1464,15216
2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,326,99,924
2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,954,265,3846
2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,132,0,1122
2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,1646,435,4615
2020-04-13,4 wk ahead cum death,2020-05-09,Texas,3321,1076,11402
2020-04-13,4 wk ahead cum death,2020-05-09,Utah,437,98,1789
2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,545,89,1638
2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,1253,283,4448
2020-04-13,4 wk ahead cum death,2020-05-09,Washington,2943,894,12448
2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,21,0,348
2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,1510,317,4926
2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,40,0,479
2020-04-13,4 wk ahead cum death,2020-05-09,US National,158394,71402,354150
2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,687,158,3883
2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,356,51,1334
2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,1453,481,4729
2020-04-13,4 wk ahead cum death,2020-05-09,Montana,295,47,1055
2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,51,2,614
2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,358,56,1893
2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,507,109,2830
2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,13184,5697,25321
2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,198,14,1549
2020-04-13,4 wk ahead cum death,2020-05-09,New York,46447,26331,71904
2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,2247,638,7510
2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,0,0,359
2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,1052,255,4852
2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,431,80,2170
2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,148,96,330
2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,226,106,598
2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,293,119,768
2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,331,126,886
2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,54,36,137
2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,68,36,195
2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,74,36,220
2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,74,36,225
2020-04-13,1 wk ahead cum death,2020-04-18,District of Columbia,77,53,176
2020-04-13,2 wk ahead cum death,2020-04-25,District of Columbia,100,56,263
2020-04-13,3 wk ahead cum death,2020-05-02,District of Columbia,112,58,292
2020-04-13,4 wk ahead cum death,2020-05-09,District of Columbia,116,58,302
2020-04-13,1 wk ahead cum death,2020-04-18,Florida,887,594,1444
2020-04-13,2 wk ahead cum death,2020-04-25,Florida,1541,785,2987
2020-04-13,3 wk ahead cum death,2020-05-02,Florida,2351,996,5184
2020-04-13,4 wk ahead cum death,2020-05-09,Florida,3228,1152,7848
2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,828,479,2048
2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,1381,628,3617
2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,2005,803,5184
2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,2627,958,7045
2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,26,10,84
2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,54,10,221
2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,74,10,318
2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,81,10,359
2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,40,28,96
2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,56,28,161
2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,68,31,192
2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,72,31,203
2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1058,746,1872
2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,1222,772,2415
2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,1248,780,2481
2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,1248,780,2483
2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,586,361,1328
2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,781,394,2001
2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,850,415,2198
2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,860,418,2221
2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,81,44,257
2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,157,56,570
2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,260,77,901
2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,376,104,1202
2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,13,8,33
2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,19,8,57
2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,24,8,74
2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,25,8,82
2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,110,59,308
2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,202,73,642
2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,306,93,998
2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,401,104,1410
2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,206,103,460
2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,380,134,924
2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,577,176,1441
2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,766,201,2090
2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,1026,860,1505
2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1115,893,1702
2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1138,905,1727
2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,1141,905,1729
2020-04-13,1 wk ahead cum death,2020-04-18,Maine,32,19,76
2020-04-13,2 wk ahead cum death,2020-04-25,Maine,47,19,128
2020-04-13,3 wk ahead cum death,2020-05-02,Maine,57,19,173
2020-04-13,4 wk ahead cum death,2020-05-09,Maine,62,19,185
2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,377,241,897
2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,524,258,1430
2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,582,269,1570
2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,594,269,1590
2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1630,929,3515
2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,3085,1222,7543
2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,4755,1502,12559
2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,6265,1635,17578
2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,2032,1620,3265
2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,2304,1709,3958
2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,2366,1735,4084
2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,2373,1738,4096
2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,135,71,314
2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,241,83,675
2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,359,104,1108
2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,468,117,1529
2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,156,98,393
2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,248,111,713
2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,318,131,854
2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,355,141,951
2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,287,125,771
2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,587,184,1705
2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,939,282,2766
2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,1243,357,3573
2020-04-13,1 wk ahead cum death,2020-04-18,Montana,11,7,26
2020-04-13,2 wk ahead cum death,2020-04-25,Montana,17,7,56
2020-04-13,3 wk ahead cum death,2020-05-02,Montana,21,7,73
2020-04-13,4 wk ahead cum death,2020-05-09,Montana,22,7,81
2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,40,17,121
2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,78,24,256
2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,128,33,439
2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,180,44,620
2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,166,115,361
2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,221,123,519
2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,253,129,605
2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,268,129,636
2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,48,24,139
2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,70,24,227
2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,78,24,252
2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,79,24,254
2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3647,2459,7429
2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,4296,2633,9674
2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,4402,2681,10019
2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,4407,2684,10033
2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,39,26,86
2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,63,27,174
2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,89,34,286
2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,113,35,376
2020-04-13,1 wk ahead cum death,2020-04-18,New York,12796,10280,19185
2020-04-13,2 wk ahead cum death,2020-04-25,New York,14275,10848,22567
2020-04-13,3 wk ahead cum death,2020-05-02,New York,14522,10997,22980
2020-04-13,4 wk ahead cum death,2020-05-09,New York,14542,11008,23000
2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,205,98,627
2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,333,119,1073
2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,398,136,1239
2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,414,138,1298
2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,10,7,24
2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,14,7,45
2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,18,7,66
2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,23,7,85
2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,383,267,829
2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,460,284,1086
2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,480,292,1134
2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,482,292,1137
2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,198,117,458
2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,347,136,974
2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,524,170,1520
2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,695,194,2162
2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,184,102,490
2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,328,132,981
2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,495,170,1500
2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,655,199,2036
2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,78,58,130
2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,115,65,239
2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,154,79,346
2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,188,91,443
2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,1066,623,2811
