forecast_date,location,target,type,target_end_date,quantile,value
2020-07-05,21,6 wk ahead cum death,quantile,2020-08-15,0.950,940.819903177671
2020-07-05,21,6 wk ahead cum death,quantile,2020-08-15,0.975,954.7030739597247
2020-07-05,21,6 wk ahead cum death,quantile,2020-08-15,0.990,970.8452602993241
2020-07-05,21,1 wk ahead cum death,point,2020-07-11,nan,700.1306718340143
2020-07-05,21,2 wk ahead cum death,point,2020-07-18,nan,789.3096405503528
2020-07-05,21,3 wk ahead cum death,point,2020-07-25,nan,878.0521252523123
2020-07-05,21,4 wk ahead cum death,point,2020-08-01,nan,965.8667110343124
2020-07-05,21,5 wk ahead cum death,point,2020-08-08,nan,1052.2856731342931
2020-07-05,21,6 wk ahead cum death,point,2020-08-15,nan,1136.8895398606453
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.010,3278.0
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.025,3278.0
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.050,3278.0
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.100,3299.187248853958
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.150,3315.244704491559
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.200,3328.006661200621
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.250,3338.9552837108254
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.300,3348.787485106392
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.350,3357.898484990311
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.400,3366.543932913528
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.450,3374.908503832194
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.500,3383.1404576391137
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.550,3391.372411446033
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.600,3399.7369823646995
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.650,3408.382430287917
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.700,3417.493430171836
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.750,3427.3256315674025
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.800,3438.274254077606
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.850,3451.0362107866686
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.900,3467.0936664242686
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.950,3490.8932345675985
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.975,3511.5358106076483
2020-07-05,22,1 wk ahead cum death,quantile,2020-07-11,0.990,3535.5372663412736
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.010,3278.0
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.025,3278.0
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.050,3278.0
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.100,3311.5760447884745
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.150,3345.0842657286553
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.200,3371.71553749969
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.250,3394.562797385837
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.300,3415.080342887848
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.350,3434.0929065209943
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.400,3452.133970166198
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.450,3469.588908030462
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.500,3486.767104449432
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.550,3503.9453008684022
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.600,3521.400238732665
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.650,3539.4413023778693
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.700,3558.453866011016
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.750,3578.9714115130273
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.800,3601.8186713991736
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.850,3628.449943170208
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.900,3661.9581641103887
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.950,3711.622395208131
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.975,3754.6987090610414
2020-07-05,22,2 wk ahead cum death,quantile,2020-07-18,0.990,3804.7842331788847
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.010,3278.0
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.025,3278.0
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.050,3278.0
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.100,3320.5980348131066
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.150,3369.663246170425
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.200,3408.6587207583693
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.250,3442.1133657319288
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.300,3472.1566708774562
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.350,3499.996270442295
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.400,3526.41332798895
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.450,3551.972136887456
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.500,3577.1257205270936
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.550,3602.2793041667314
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.600,3627.838113065237
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.650,3654.255170611892
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.700,3682.094770176731
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.750,3712.1380753222584
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.800,3745.592720295818
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.850,3784.5881948837614
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.900,3833.653406241081
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.950,3906.375440635554
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.975,3969.4509601464333
2020-07-05,22,3 wk ahead cum death,quantile,2020-07-25,0.990,4042.789882889339
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.010,3278.0
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.025,3278.0
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.050,3278.0
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.100,3327.1642504014667
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.150,3389.6041400981994
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.200,3439.2293850443793
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.250,3481.803426492605
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.300,3520.036231519179
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.350,3555.4646232032696
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.400,3589.082702361496
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.450,3621.6085830059387
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.500,3653.6187781011713
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.550,3685.6289731964025
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.600,3718.154853840847
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.650,3751.772932999072
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.700,3787.201324683163
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.750,3825.434129709737
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.800,3868.0081711579633
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.850,3917.6334161041423
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.900,3980.073305800876
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.950,4072.6186282503163
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.975,4152.887893823059
2020-07-05,22,4 wk ahead cum death,quantile,2020-08-01,0.990,4246.21826211997
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.010,3278.0
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.025,3278.0
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.050,3278.0
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.100,3331.9040619057428
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.150,3405.9126233053585
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.200,3464.7322817866334
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.250,3515.194311361866
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.300,3560.5107735150136
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.350,3602.503229202821
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.400,3642.3499631993573
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.450,3680.9021394835
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.500,3718.843085577821
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.550,3756.7840316721417
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.600,3795.336207956285
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.650,3835.1829419528203
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.700,3877.175397640628
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.750,3922.491859793775
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.800,3972.9538893690083
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.850,4031.773547850283
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.900,4105.782109249899
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.950,4215.473945862879
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.975,4310.615255344618
2020-07-05,22,5 wk ahead cum death,quantile,2020-08-08,0.990,4421.237588697524
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.010,3278.0
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.025,3278.0
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.050,3278.0
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.100,3335.372477914505
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.150,3419.5495994836406
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.200,3486.4509072377336
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.250,3543.8462722853487
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.300,3595.3890839764363
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.350,3643.1511804227193
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.400,3688.472739284648
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.450,3732.321871985691
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.500,3775.4757932541347
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.550,3818.6297145225767
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.600,3862.4788472236214
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.650,3907.8004060855487
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.700,3955.5625025318327
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.750,4007.105314222921
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.800,4064.5006792705353
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.850,4131.401987024628
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.900,4215.579108593764
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.950,4340.342283165627
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.975,4448.555730678102
2020-07-05,22,6 wk ahead cum death,quantile,2020-08-15,0.990,4574.377249524127
2020-07-05,22,1 wk ahead cum death,point,2020-07-11,nan,3342.81812928511
2020-07-05,22,2 wk ahead cum death,point,2020-07-18,nan,3395.092587556931
2020-07-05,22,3 wk ahead cum death,point,2020-07-25,nan,3437.130057298308
2020-07-05,22,4 wk ahead cum death,point,2020-08-01,nan,3470.864080302511
2020-07-05,22,5 wk ahead cum death,point,2020-08-08,nan,3497.904726110626
2020-07-05,22,6 wk ahead cum death,point,2020-08-15,nan,3519.5778928063164
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.010,107.0
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.025,107.0
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.050,107.0
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.100,107.80520374351471
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.150,108.79364071511336
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.200,109.5792190860503
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.250,110.2531753790897
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.300,110.858408959734
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.350,111.4192480700354
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.400,111.95142954113524
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.450,112.46632127331034
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.500,112.97304959159992
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.550,113.47977790988949
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.600,113.9946696420646
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.650,114.52685111316444
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.700,115.08769022346584
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.750,115.69292380411015
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.800,116.36688009714952
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.850,117.1524584680865
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.900,118.14089543968511
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.950,119.60590792932649
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.975,120.876587780949
2020-07-05,23,1 wk ahead cum death,quantile,2020-07-11,0.990,122.3540277163115
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.010,107.0
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.025,107.0
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.050,108.5213476393416
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.100,111.09801229896972
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.150,112.8364757120779
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.200,114.21815132240458
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.250,115.40350596933577
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.300,116.46799107720541
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.350,117.45439516964059
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.400,118.39039619269505
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.450,119.29598801475184
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.500,120.18722202060604
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.550,121.07845602646027
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.600,121.98404784851705
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.650,122.92004887157152
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.700,123.90645296400669
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.750,124.97093807187632
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.800,126.1562927188075
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.850,127.5379683291342
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.900,129.27643174224238
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.950,131.8530964018705
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.975,134.08796872584546
2020-07-05,23,2 wk ahead cum death,quantile,2020-07-18,0.990,136.68649078288522
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.010,107.0
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.025,109.13077391602968
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.050,112.1170010894243
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.100,115.55992977074676
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.150,117.88285740669441
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.200,119.729046653441
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.250,121.312912639342
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.300,122.73527324611729
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.350,124.05330232239956
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.400,125.30398302544704
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.450,126.51403107965537
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.500,127.70489427912511
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.550,128.89575747859485
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.600,130.10580553280315
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.650,131.3564862358507
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.700,132.67451531213294
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.750,134.09687591890824
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.800,135.68074190480922
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.850,137.52693115155586
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.900,139.84985878750348
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.950,143.2927874688259
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.975,146.27901464222055
2020-07-05,23,3 wk ahead cum death,quantile,2020-07-25,0.990,149.7511490877337
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.010,108.68972415706702
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.025,112.87979683417524
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.050,116.48349049386296
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.100,120.63831848892625
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.150,123.44156121210527
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.200,125.66948966388522
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.250,127.58085389700149
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.300,129.29731805153494
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.350,130.88787789500566
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.400,132.39716364527314
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.450,133.85741507547866
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.500,135.2945147709469
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.550,136.7316144664152
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.600,138.1918658966207
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.650,139.70115164688815
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.700,141.29171149035886
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.750,143.0081756448923
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.800,144.9195398780086
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.850,147.14746832978858
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.900,149.9507110529676
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.950,154.10553904803086
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.975,157.70923270771857
2020-07-05,23,4 wk ahead cum death,quantile,2020-08-01,0.990,161.89930538482682
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.010,112.37241033161057
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.025,117.18006738220812
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.050,121.31491767390962
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.100,126.08213524834837
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.150,129.298554313406
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.200,131.85486222375448
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.250,134.04794679286115
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.300,136.01740451604698
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.350,137.84240060445296
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.400,139.57414342559366
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.450,141.24962464634362
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.500,142.89854174534202
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.550,144.54745884434044
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.600,146.22294006509046
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.650,147.95468288623113
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.700,149.77967897463708
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.750,151.7491366978229
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.800,153.94222126692958
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.850,156.4985291772781
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.900,159.71494824233577
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.950,164.48216581677445
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.975,168.61701610847598
2020-07-05,23,5 wk ahead cum death,quantile,2020-08-08,0.990,173.42467315907354
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.010,116.4936675895796
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.025,121.85000448477516
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.050,126.45674971232799
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.100,131.76803192581642
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.150,135.35152881988816
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.200,138.19957855213312
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.250,140.64295162724255
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.300,142.83717616431034
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.350,144.8704522027294
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.400,146.79983232869182
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.450,148.6665299290947
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.500,150.5036317442889
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.550,152.34073355948308
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.600,154.207431159886
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.650,156.13681128584838
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.700,158.17008732426746
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.750,160.36431186133527
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.800,162.80768493644467
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.850,165.65573466868963
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.900,169.2392315627614
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.950,174.55051377624986
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.975,179.1572590038026
2020-07-05,23,6 wk ahead cum death,quantile,2020-08-15,0.990,184.51359589899815
2020-07-05,23,1 wk ahead cum death,point,2020-07-11,nan,114.02029192743171
2020-07-05,23,2 wk ahead cum death,point,2020-07-18,nan,120.88816418292878
2020-07-05,23,3 wk ahead cum death,point,2020-07-25,nan,127.61046855525466
2020-07-05,23,4 wk ahead cum death,point,2020-08-01,nan,134.18308181280383
2020-07-05,23,5 wk ahead cum death,point,2020-08-08,nan,140.58602584179738
2020-07-05,23,6 wk ahead cum death,point,2020-08-15,nan,146.8359393138091
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.010,3236.0
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.025,3236.0
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.050,3250.982771856771
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.100,3268.2695505761662
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.150,3279.932858108977
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.200,3289.2024852016816
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.250,3297.1549998639753
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.300,3304.2966038135132
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.350,3310.9143641845094
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.400,3317.1939716243874
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.450,3323.269564495774
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.500,3329.248831137568
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.550,3335.228097779361
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.600,3341.3036906507477
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.650,3347.583298090625
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.700,3354.201058461621
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.750,3361.34266241116
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.800,3369.2951770734526
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.850,3378.564804166158
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.900,3390.2281116989684
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.950,3407.5148904183643
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.975,3422.508592911352
2020-07-05,24,1 wk ahead cum death,quantile,2020-07-11,0.990,3439.942012362992
2020-07-05,24,2 wk ahead cum death,quantile,2020-07-18,0.010,3236.0
2020-07-05,24,2 wk ahead cum death,quantile,2020-07-18,0.025,3236.0
2020-07-05,24,2 wk ahead cum death,quantile,2020-07-18,0.050,3266.4766341226036
2020-07-05,24,2 wk ahead cum death,quantile,2020-07-18,0.100,3306.1548726925043
2020-07-05,24,2 wk ahead cum death,quantile,2020-07-18,0.150,3332.9255918827557
2020-07-05,24,2 wk ahead cum death,quantile,2020-07-18,0.200,3354.2021108460995
